,id,title,release_year,age_certification,runtime,production_countries,imdb_score
2954,tm843222,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,2019,,45,['JP'],
2955,tm675214,Mokalik (Mechanic),2019,,100,['NG'],6.2
2956,tm852775,Amit Tandon: Family Tandoncies,2020,,72,['IN'],7.1
2957,tm822167,The Panti Sisters,2019,PG-13,108,['PH'],5.5
2958,tm461427,15 August,2019,,124,['IN'],5.7
2959,tm464212,Antoine Griezmann: The Making of a Legend,2019,,60,['FR'],6.5
2960,tm1041549,Dear Affy,2020,,126,['NG'],5.2
2961,tm471802,Sur Sapata,2019,,128,['IN'],7.3
2962,tm837802,Luccas Neto in: Children's Day,2019,,81,['BR'],2.5
2963,tm849871,Death Can Wait,2020,,91,['CO'],4.6
2964,tm825934,Super Monsters Back to School,2019,,23,"['US', 'CA']",6.2
2965,tm866495,Love Like the Falling Rain,2020,,86,['ID'],4.7
2966,tm813423,Marjoun and the Flying Headscarf,2019,,84,"['LB', 'US', 'NL', 'CA']",6.8
2967,tm922407,Kilometers and Kilometers,2020,,129,['IN'],6.3
2968,tm461726,Ghosts of Sugar Land,2019,,21,['US'],
2969,tm843345,Pinkfong & Baby Shark's Space Adventure,2019,,66,"['KR', 'US']",5.1
2970,tm901961,One Take,2020,,85,['DE'],5.9
2971,tm483103,Ali & Alia,2019,PG-13,105,['EG'],5.0
2972,tm898285,Love and Fury,2020,,93,[],6.6
2973,tm924556,Maniyarayile Ashokan,2020,,110,['IN'],4.7
2974,tm976168,Gone,2020,,15,['AU'],7.4
2975,tm1073424,Motu Patlu the Superheroes – Super Villains from Mars,2019,G,79,[],
2976,tm451269,Born Beautiful,2019,,96,['PH'],5.4
2977,tm840152,Amsterdam to Anatolia,2019,,6,"['NL', 'PS', 'US', 'LB']",
2978,tm1080109,Quam's Money,2020,,114,['NG'],
2979,tm813075,To Be of Service,2019,,88,['US'],7.3
2980,tm893510,What are the Odds?,2019,,92,['IN'],5.2
2981,tm475254,"Sincerely Yours, Dhaka",2019,,134,['BD'],6.9
2982,tm976797,Fukrey Boyzzz: Space Mein Fukrapanti,2020,G,74,[],7.8
2983,tm873354,Si Doel the Movie 3,2020,,93,[],6.5
2984,tm938186,Zulu Man in Japan,2020,,44,['ZA'],
2985,tm852060,Grego Rossello: Disculpe las molestias,2019,,65,['AR'],4.5
2986,tm942492,Super Monsters: Dia de los Monsters,2020,G,25,"['US', 'CA']",
2987,tm888850,"Blue, Painful, and Brittle",2020,,118,['JP'],
2988,tm882222,Kalek Shanab,2019,PG-13,80,['AE'],
2989,tm907872,Sky Tour: The Movie,2020,,94,[],5.5
2990,tm474721,Saverio Raimondo: Il Satiro Parlante,2019,PG-13,53,[],5.7
2991,tm824855,Lola Igna,2019,,114,['PH'],7.2
2992,tm849565,Generasi 90an: Melankolia,2020,,94,['ID'],
2993,tm851862,Mutiny of the Worker Bees,2020,,100,['MX'],4.1
2994,tm944307,I'm Glad I Did,2020,,123,['TR'],8.4
2995,tm510525,RK Nagar,2019,,110,['IN'],5.1
2996,tm835958,"Martin Matte: La vie, la mort... eh la la..!",2019,,61,['CA'],6.5
2997,tm852207,3 Logical Exits,2020,,15,"['DK', 'LB', 'GB']",
2998,tm883070,David Batra: Elephant in The Room,2020,,77,['SE'],5.9
2999,tm855232,Luccas Neto in: The End of Christmas,2019,,71,[],
3000,tm679270,Evvarikee Cheppoddu,2019,,133,['IN'],7.2
3001,tm837042,"Hoshino Gen Dome Tour ""POP VIRUS"" at Tokyo Dome",2019,G,120,['JP'],
3002,tm435295,Ave Maryam,2019,,74,['ID'],6.9
3003,tm678035,Uncle Naji in UAE,2019,PG-13,95,['AE'],5.0
3004,tm958984,Voiceless,2020,,120,[],6.7
3005,tm507191,Mayday Life,2019,,112,['TW'],6.7
3006,tm836501,Super Monsters: Vida's First Halloween,2019,,24,[],5.9
3007,tm977772,40 Sticks,2020,,93,[],5.7
3008,tm430120,Belmonte,2019,,75,"['UY', 'MX', 'ES']",6.1
3009,tm981770,An Unremarkable Christmas,2020,,83,['CO'],3.2
3010,tm878495,Kambili: The Whole 30 Yards,2020,,119,[],6.8
3011,tm1000166,Wave of Cinema: Surat Dari Timur,2020,,57,['ID'],
3012,tm929614,GIMS: On the Record,2020,,96,['FR'],6.8
3013,tm474405,Between Maybes,2019,,107,"['PH', 'JP']",6.2
3014,tm454338,Alone/Together,2019,,103,['PH'],6.6
3015,tm941493,StarBeam: Halloween Hero,2020,,33,['CA'],
3016,tm885948,"Yours Sincerely, Kanan Gill",2020,,72,['IN'],7.1
3017,tm1068745,Finding Hubby,2020,,104,['NG'],
3018,tm912399,We Are One,2020,,86,['FR'],4.7
3019,tm834608,Alelí,2019,,88,['UY'],6.3
3020,tm925490,Ainu Mosir,2020,,84,"['CN', 'JP', 'US']",6.6
3021,tm476496,Bhai - Vyakti Ki Valli 2,2019,R,130,['IN'],7.6
3022,tm947446,Finding Agnes,2020,,105,['PH'],5.0
3023,tm456894,Free Rein: Valentine's Day,2019,,50,['US'],
3024,tm812783,Daniel Sosa: Maleducado,2019,,54,[],6.1
3025,tm976519,The App That Stole Christmas,2020,PG,63,['US'],3.7
3026,tm1005937,Sanitation Day,2020,,104,['NG'],3.3
3027,tm860204,Dreamy Eyes,2019,,117,['VN'],
3028,tm833555,Park Na-rae: Glamour Warning,2019,,62,['KR'],
3029,tm822271,Crazy Awesome Teachers,2020,,101,['ID'],6.1
3030,tm826983,The Girl and the Gun,2019,,80,['PH'],
3031,tm980439,Chico Bon Bon and the Very Berry Holiday,2020,G,25,[],5.7
3032,tm1073298,Awon Boyz,2019,,39,['NG'],
3033,tm1113921,In Vitro,2019,,27,[],7.7
3034,tm902363,El límite infinito,2020,,47,['AR'],
3035,tm816983,In Paradox,2019,,95,['KW'],5.0
3036,tm461907,Rakkhosh,2019,,113,['IN'],4.8
3037,tm456271,Aziza,2019,,13,['LB'],
3038,tm1030742,One Like It,2020,,14,[],
3039,tm983849,Vir Das: Outside in - The Lockdown Special,2020,,50,[],6.4
3040,tm979073,100% Halal,2020,,100,['ID'],
3041,tm1031016,Marked,2019,,45,['NG'],
3042,tm918704,Baxu and the Giants,2019,,29,['NA'],
3043,tm470687,Loving is Losing,2019,,91,['CO'],
3044,tm1114639,Motu Patlu in the Game of Zones,2020,,87,['IN'],
3045,tm854261,Leyla Everlasting,2020,,112,['TR'],3.7
3046,tm464284,We Are Legends,2019,,108,['HK'],5.2
3047,tm460149,My Stupid Boss 2,2019,,94,['ID'],6.6
3048,tm878492,Fate of Alakada,2020,,114,['NG'],6.9
3049,tm815438,Sab el-Burumbah,2019,,95,['EG'],5.6
3050,tm472231,Si Doel the Movie 2,2019,,95,['ID'],6.8
3051,tm472961,After Maria,2019,,35,['US'],
3052,tm902993,Mama Drama,2020,,85,['US'],6.3
3053,tm1080554,Rudra: Secret of the Black Moon,2020,,87,[],
3054,tm462809,The Wedding Shaman,2019,,111,['ID'],7.1
3055,tm916008,PNL - Dans la légende tour,2020,,18,['FR'],
3056,tm843408,She Is,2019,,106,[],5.8
3057,tm836077,Holy Expectations,2019,,89,['CO'],5.2
3058,tm811954,Nenjamundu Nermaiyundu Odu Raja,2019,G,128,['IN'],6.1
3059,tm856372,The Book of Sun,2020,,130,['SA'],
3060,tm842976,Go! The Unforgettable Party,2019,,60,['AR'],5.1
3061,tm426634,The Day I Lost My Shadow,2019,,94,"['LB', 'QA', 'SY', 'FR']",6.1
3062,tm452578,Miranda Sings Live... Your Welcome,2019,,61,['US'],5.4
3063,tm1028068,Wave of Cinema: Generasi 90an,2020,,51,['ID'],
3064,tm921230,Story of Kale: When Someone's in Love,2020,,77,['ID'],6.4
3065,tm450129,Sakaling Maging Tayo,2019,,90,['PH'],7.0
3066,tm810873,Thottappan,2019,,140,['IN'],6.9
3067,tm824566,Ibrahim: A Fate to Define,2019,,75,"['PS', 'DK', 'LB']",7.4
3068,tm981675,Super Monsters: Santa's Super Monster Helpers,2020,,24,['US'],4.5
3069,tm460199,High End Yaariyaan,2019,,140,['IN'],5.4
3070,tm463814,Edoardo Ferrario: Temi Caldi,2019,,65,['IT'],6.5
3071,tm1080445,The Gray Man,2022,PG-13,128,"['US', 'CZ']",6.6
3072,tm463762,RRR,2022,R,187,['IN'],8.0
3073,tm305129,Sing 2,2021,PG,110,['US'],7.4
3074,tm852360,The Man from Toronto,2022,PG-13,110,['US'],5.8
3075,tm1170388,Persuasion,2022,PG,107,"['US', 'GB']",
3076,tm1126268,Hustle,2022,R,117,['US'],7.4
3077,tm1020438,Spiderhead,2022,R,106,['US'],5.4
3078,tm1067148,The Sea Beast,2022,PG,115,['US'],7.1
3079,tm1226954,Girl in the Picture,2022,R,102,['US'],7.3
3080,tm1143265,Incantation,2022,,111,['TW'],6.2
3081,tm957290,Umma,2022,PG-13,83,['US'],4.6
3082,tm1043537,Operation Mincemeat,2022,PG-13,128,"['GB', 'US']",6.6
3083,tm928497,Valley of the Dead,2022,R,101,['ES'],6.5
3084,tm1228854,Bill Burr: Live at Red Rocks,2022,,82,[],7.8
3085,tm1082564,The Adam Project,2022,PG-13,106,['US'],6.7
3086,tm856378,Don't Look Up,2021,R,138,['US'],7.2
3087,tm674063,The Power of the Dog,2021,R,126,"['GB', 'AU', 'CA', 'GR', 'NZ']",6.8
3088,tm1072066,Blasted,2022,,114,['NO'],4.8
3089,tm1221677,"Hello, Goodbye, and Everything in Between",2022,PG-13,83,['US'],4.9
3090,tm1044289,Interceptor,2022,PG-13,98,['AU'],4.5
3091,tm1080083,The Lost Daughter,2021,R,122,"['GR', 'GB', 'US']",6.7
3092,tm979026,"tick, tick... BOOM!",2021,PG-13,121,['US'],7.5
3093,tm404856,Red Notice,2021,PG-13,117,['US'],6.3
3094,tm1232830,Dave Chappelle: What's in a Name?,2022,,40,['US'],
3095,tm1229846,My Daughter's Killer,2022,R,83,"['DE', 'FR']",6.9
3096,tm1201262,Love & Gelato,2022,PG-13,111,['IT'],5.1
3097,tm852172,Apollo 10½:  A Space Age Childhood,2022,PG-13,98,"['NL', 'US']",7.3
3098,tm937814,The Alpinist,2021,PG-13,92,"['AT', 'GB', 'US']",8.0
3099,tm370144,The Mitchells vs. the Machines,2021,PG,109,['US'],7.6
3100,tm825714,The Harder They Fall,2021,R,139,['US'],6.5
3101,tm996762,Major,2022,,149,['IN'],9.1
3102,tm1196288,Our Father,2022,,97,['US'],6.5
3103,tm1083293,Windfall,2022,R,92,['US'],5.7
3104,tm1165462,Senior Year,2022,R,112,['US'],5.5
3105,tm946869,Texas Chainsaw Massacre,2022,R,83,['US'],4.8
3106,tm986168,The Guilty,2021,R,91,['US'],6.3
3107,tm1019177,The Colony,2021,R,104,"['CH', 'DE']",5.3
3108,tm1209228,Norm Macdonald: Nothing Special,2022,R,87,['US'],7.6
3109,tm1120543,The Bubble,2022,R,126,['US'],4.7
3110,tm991529,The Hand of God,2021,R,130,['IT'],7.4
3111,tm1231785,For Jojo,2022,,97,['DE'],4.2
3112,tm1092864,The Unforgivable,2021,R,112,"['GB', 'US', 'DE']",7.1
3113,tm1235785,The Best of Netflix Is a Joke: The Festival,2022,R,55,['US'],
3114,tm1014947,Against the Ice,2022,,102,"['DK', 'IS']",6.5
3115,tm1075698,Metal Lords,2022,R,97,['US'],6.7
3116,tm1195971,Jennifer Lopez:  Halftime,2022,,95,['US'],6.5
3117,tm1117040,Anek,2022,,146,['IN'],7.1
3118,tm1204402,Ricky Gervais: SuperNature,2022,,64,['GB'],7.8
3119,tm1001097,Beauty,2022,R,95,['US'],3.9
3120,tm525645,Fear Street: Part One - 1994,2021,,107,['US'],6.2
3121,tm1022953,Who We Are: A Chronicle of Racism in America,2022,PG-13,117,['US'],6.2
3122,tm1038686,Bo Burnham: Inside,2021,R,87,['US'],8.7
3123,tm1180524,Av: The Hunt,2021,,86,['TR'],5.5
3124,tm501313,Gunpowder Milkshake,2021,R,114,"['FR', 'DE', 'US']",6.0
3125,tm1137051,Bubble,2022,PG,101,['JP'],6.3
3126,tm471968,Passing,2021,PG-13,98,"['US', 'CA', 'GB']",6.7
3127,tm1111987,Munich: The Edge of War,2022,PG-13,129,['GB'],6.8
3128,tm1048362,Army of Thieves,2021,R,127,"['DE', 'US']",6.4
3129,tm1165983,The Weekend Away,2022,,90,['GB'],5.6
3130,tm1198242,Jackass 4.5,2022,,90,['US'],
3131,tm1196705,A Perfect Pairing,2022,,101,"['US', 'AU']",6.1
3132,tm1219452,Cristela Alonzo: Middle Classy,2022,,60,[],6.8
3133,tm456513,Army of the Dead,2021,R,148,['US'],5.7
3134,tm1138477,Downfall: The Case Against Boeing,2022,R,89,['US'],7.4
3135,tm1166288,Rescued by Ruby,2022,,93,['CA'],7.1
3136,tm1064065,Black Crab,2022,,114,['SE'],5.6
3137,tm1119272,14 Peaks: Nothing Is Impossible,2021,,101,['US'],7.7
3138,tm851128,Bigbug,2022,R,111,['FR'],5.4
3139,tm1137119,Image of Victory,2021,,128,['IL'],7.5
3140,tm1166024,Choose or Die,2022,,85,['GB'],4.7
3141,tm1046932,Kate,2021,R,106,"['US', 'JP', 'TH']",6.2
3142,tm992844,The Dig,2021,PG-13,112,['GB'],7.1
3143,tm1207097,Bill Burr Presents: Friends Who Kill,2022,PG-13,73,[],4.5
3144,tm1033470,Till Death,2021,R,89,['US'],5.8
3145,tm824160,Fear Street: Part Two - 1978,2021,,109,['US'],6.7
3146,tm1064228,Fatherhood,2021,PG-13,109,"['CA', 'US']",6.6
3147,tm1185367,White Hot: The Rise & Fall of Abercrombie & Fitch,2022,R,88,['US'],5.7
3148,tm983784,Coming Home in the Dark,2021,,93,['NZ'],5.7
3149,tm1171875,Too Old for Fairy Tales,2022,,106,[],6.1
3150,tm993838,Long Story Short,2021,R,90,['AU'],6.5
3151,tm983723,The Sparks Brothers,2021,R,140,"['GB', 'US']",7.8
3152,tm855839,The Shadow in My Eye,2021,,107,['DK'],7.3
3153,tm1108321,Dave Chappelle: The Closer,2021,,72,['US'],8.0
3154,tm1092958,No One Gets Out Alive,2021,R,85,"['RO', 'US']",5.3
3155,tm1046264,The Vault,2021,R,118,['ES'],6.4
3156,tm1150385,The Tinder Swindler,2022,,114,['GB'],7.2
3157,tm1138743,The Martha Mitchell Effect,2022,PG,40,['US'],
3158,tm1227918,Under the Amalfi Sun,2022,PG-13,90,['IT'],5.2
3159,tm347095,Oxygen,2021,,100,"['FR', 'US']",6.5
3160,tm1087461,Last Man Down,2021,R,87,"['SE', 'GB']",4.8
3161,tm1046026,The Trip,2021,,114,['NO'],6.9
3162,tm416779,The Woman in the Window,2021,R,100,['US'],5.7
3163,tm1191224,365 Days: This Day,2022,NC-17,111,['PL'],2.5
3164,tm1075215,Aftermath,2021,,114,['US'],5.3
3165,tm1094217,Chickenhare and the Hamster of Darkness,2022,,91,"['BE', 'FR']",6.3
3166,tm1199146,Toscana,2022,,90,['DK'],5.7
3167,tm1141439,Home Team,2022,PG,95,['US'],6.0
3168,tm1018747,Live Is Life,2022,,110,['ES'],7.0
3169,tm949309,The White Tiger,2021,R,125,"['SG', 'US', 'IN']",7.1
3170,tm1110527,Captain Nova,2021,,86,['NL'],5.5
3171,tm1022103,Outlaws,2021,R,125,['ES'],6.9
3172,tm1046627,Hypnotic,2021,,88,['CA'],5.3
3173,tm1185360,Return to Space,2022,,128,['US'],7.3
3174,tm1120855,Along for the Ride,2022,,106,['US'],6.1
3175,tm861000,Worth,2021,PG-13,118,"['CA', 'GB', 'US']",6.8
3176,tm1021871,The Starling,2021,PG-13,102,['US'],6.3
3177,tm841797,The Ice Road,2021,PG-13,109,['US'],5.6
3178,tm1020851,Back to the Outback,2021,PG,95,"['AU', 'US']",6.5
3179,tm1003630,After We Fell,2021,R,99,"['FR', 'US']",4.6
3180,tm1229690,Jewel,2022,R,80,['ZA'],3.3
3181,tm1219505,Centauro,2022,,89,[],
3182,tm1000147,Zone 414,2021,R,98,['GB'],4.9
3183,tm1180610,The Wrath of God,2022,,97,['AR'],5.7
3184,tm1185374,The Mystery of Marilyn Monroe: The Unheard Tapes,2022,R,101,['US'],6.2
3185,tm992260,Yes Day,2021,PG,86,['US'],5.7
3186,tm1166046,Ante... Sundaraniki!,2022,,173,['IN'],8.0
3187,tm1079334,"Bob Ross: Happy Accidents, Betrayal & Greed",2021,PG-13,92,"['US', 'NL']",6.9
3188,tm1227853,Bhool Bhulaiyaa 2,2022,,142,['IN'],5.9
3189,tm1219941,Glamour Girls,2022,,125,[],3.6
3190,tm1210970,Gladbeck: The Hostage Crisis,2022,,91,['DE'],7.5
3191,tm413169,Peter Rabbit 2: The Runaway,2021,PG,93,"['AU', 'US']",6.2
3192,tm1212673,Joel Kim Booster: Psychosexual,2022,,67,[],5.5
3193,tm1151272,Beast,2022,,162,['IN'],5.2
3194,tm981945,The Last Letter From Your Lover,2021,,109,"['GB', 'CA']",6.6
3195,tm919880,Final Account,2021,PG-13,94,"['GB', 'US']",7.1
3196,tm833216,Things Heard & Seen,2021,,121,['US'],5.3
3197,tm314863,Vivo,2021,PG,103,['US'],6.7
3198,tm841825,My Little Pony: A New Generation,2021,PG,91,"['IE', 'US', 'CA']",6.8
3199,tm1159163,Fistful of Vengeance,2022,R,94,['US'],4.4
3200,tm1164962,Restless,2022,R,95,"['BE', 'FR']",5.8
3201,tm1027081,Blood Red Sky,2021,,121,"['GB', 'DE']",6.1
3202,tm922706,Fear Street: 1666,2021,R,114,['US'],
3203,tm1003034,The Witcher: Nightmare of the Wolf,2021,,83,"['US', 'PL', 'KR']",7.2
3204,tm857461,Gangubai Kathiawadi,2022,,157,['IN'],7.0
3205,tm1217459,Godse,2022,,142,['IN'],8.2
3206,tm976166,Malcolm & Marie,2021,R,106,['US'],6.6
3207,tm1141594,Brazen,2022,,94,['US'],4.1
3208,tm458292,Space Sweepers,2021,R,136,['KR'],6.5
3209,tm459789,The Lovebirds,2021,R,87,['US'],6.0
3210,tm1179973,Trust No One: The Hunt for the Crypto King,2022,R,90,['GB'],6.3
3211,tm1134087,Borrego,2022,R,102,['US'],5.7
3212,tm1063652,Intrusion,2021,,92,['US'],5.2
3213,tm1082974,Count Me In,2021,,81,[],6.8
3214,tm1002815,Nightbooks,2021,,103,"['CA', 'US']",5.7
3215,tm1107225,Through My Window,2022,R,116,['ES'],5.4
3216,tm1049265,My Wonderful Life,2021,,99,['PL'],5.8
3217,tm1168932,Taylor Tomlinson: Look at You,2022,,60,[],7.3
3218,tm1166020,The Takedown,2022,,119,['FR'],5.7
3219,tm897466,The Summit of the Gods,2021,PG,95,"['LU', 'FR']",7.5
3220,tm1093099,Love Hard,2021,,104,['US'],6.3
3221,tm1207094,Pete Davidson Presents: The Best Friends,2022,PG-13,58,['US'],4.7
3222,tm465421,The Pirates: The Last Royal Treasure,2022,,126,['KR'],6.0
3223,tm1038327,Beckett,2021,R,109,"['IT', 'BR']",5.6
3224,tm1131382,Jim Gaffigan: Comedy Monster,2021,,70,[],6.8
3225,tm922429,The Block Island Sound,2021,,98,['US'],5.3
3226,tm1020820,Night Teeth,2021,,107,"['GB', 'US']",5.6
3227,tm1234767,David A. Arnold: It Ain't for the Weak,2022,R,78,['US'],
3228,tm993670,Cosmic Sin,2021,R,88,['US'],2.5
3229,tm1198388,Cyber Hell: Exposing an Internet Horror,2022,,105,['KR'],6.5
3230,tm1038363,America: The Motion Picture,2021,R,98,['US'],5.6
3231,tm1048678,Like A Rolling Stone: The Life & Times of Ben Fong-Torres,2021,,102,['US'],7.3
3232,tm1073510,SAS: Red Notice,2021,R,124,"['GB', 'HU', 'NL', 'CH']",5.2
3233,tm1158704,Tyler Perry's A Madea Homecoming,2022,R,105,['US'],5.6
3234,tm863351,The God Committee,2021,,98,['US'],5.8
3235,tm1020073,Thunder Force,2021,PG-13,107,['US'],4.4
3236,tm1121707,Dangerous Liaisons,2022,,109,['FR'],3.9
3237,tm1038344,Awake,2021,R,96,['US'],4.9
3238,tm1207098,Amy Schumer Presents: Parental Advisory,2022,R,57,[],3.8
3239,tm1080252,7 Prisoners,2021,R,93,['BR'],7.1
3240,tm1028298,He's All That,2021,R,91,['US'],4.3
3241,tm977704,Robin Robin,2021,G,30,['GB'],7.2
3242,tm813078,Prayers for the Stolen,2021,R,110,"['BR', 'DE', 'QA', 'MX', 'US', 'CH', 'AR']",7.3
3243,tm1150872,Aziz Ansari: Nightclub Comedian,2022,R,29,['US'],7.0
3244,tm1195561,Kuttavum Shikshayum,2022,,136,['IN'],6.2
3245,tm1180123,The House,2022,,31,['GB'],6.9
3246,tm1141923,The Royal Treatment,2022,,96,['US'],5.2
3247,tm673809,Schumacher,2021,,112,['DE'],7.4
3248,tm1110150,There's Someone Inside Your House,2021,,96,['US'],4.8
3249,tm858869,Stowaway,2021,PG-13,117,"['DE', 'US']",5.6
3250,tm1165219,Ali Wong: Don Wong,2022,R,59,['US'],6.5
3251,tm1132176,Jimmy Carr: His Dark Material,2021,,59,['GB'],7.1
3252,tm1229007,Paul Virzi: Nocturnal Admissions,2022,,65,[],7.1
3253,tm898614,Sweet Girl,2021,R,110,['US'],5.5
3254,tm1086874,Minnal Murali,2021,,158,['IN'],8.1
3255,tm1018890,Seaspiracy,2021,,89,['US'],8.1
3256,tm996676,Viraata Parvam,2022,,150,['IN'],8.0
3257,tm1210379,Collision,2022,,99,['ZA'],3.9
3258,tm1188818,Operation Romeo,2022,,135,['IN'],6.2
3259,tm888243,Pray Away,2021,PG-13,101,['US'],6.5
3260,tm1018427,Moxie,2021,PG-13,111,['US'],6.7
3261,tm434625,Wish Dragon,2021,PG,99,"['US', 'CN']",7.2
3262,tm1185687,Silverton Siege,2022,PG-13,100,['ZA'],6.2
3263,tm1221280,Jaadugar,2022,,167,['IN'],7.3
3264,tm1038369,Good on Paper,2021,R,92,['US'],5.6
3265,tm863823,Finding ʻOhana,2021,PG,123,['US'],6.1
3266,tm912100,Bruised,2021,R,129,"['GB', 'US']",6.1
3267,tm999817,Green Snake,2021,,131,['CN'],6.8
3268,tm1131061,Hilda and the Mountain King,2021,,85,"['CA', 'GB']",7.7
3269,tm1096775,Procession,2021,R,118,['US'],7.2
3270,tm1066826,Diana: The Musical,2021,PG-13,117,['US'],4.2
3271,tm1161601,Ben & Jody,2022,,114,['ID'],5.4
3272,tm1108648,The Wasteland,2022,,91,['ES'],4.6
3273,tm1185421,David Spade: Nothing Personal,2022,,66,[],5.8
3274,tm1074764,Shiny_Flakes: The Teenage Drug Lord,2021,,96,['DE'],7.3
3275,tm999927,A Cop Movie,2021,R,107,['MX'],7.0
3276,tm1082314,Untold: Malice at the Palace,2021,R,69,['US'],7.5
3277,tm1084966,Django & Django,2021,,80,[],6.9
3278,tm1044275,A Classic Horror Story,2021,,95,['IT'],
3279,tm1106212,Photocopier,2021,,130,['ID'],6.7
3280,tm1087956,Afterlife of the Party,2021,,109,['US'],5.8
3281,tm1019885,F3: Fun and Frustration,2022,,148,['IN'],5.5
3282,tm1201670,A Farewell to Ozark,2022,R,31,['US'],
3283,tm1219787,Stand Out: An LGBTQ+ Celebration,2022,,96,[],5.9
3284,tm1219831,Dirty Daddy: The Bob Saget Tribute,2022,PG-13,83,['US'],6.6
3285,tm1042481,Riverdance: The Animated Adventure,2021,,86,['CA'],5.4
3286,tm1030071,Mandela,2021,,144,['IN'],
3287,tm1167440,My Best Friend Anne Frank,2021,PG-13,103,['NL'],6.2
3288,tm1195032,Thar,2022,,108,['IN'],6.1
3289,tm1177856,Without Saying Goodbye,2022,,96,"['ES', 'PE']",5.7
3290,tm1005109,Kingdom: Ashin of the North,2021,,92,['KR'],7.2
3291,tm1144897,My Father's Violin,2022,,112,['TR'],6.4
3292,tm1107063,Love and Leashes,2022,R,118,['KR'],6.3
3293,tm1198745,Marmaduke,2022,,88,"['CA', 'US']",4.8
3294,tm1003261,Nate Bargatze: The Greatest Average American,2021,,60,['US'],7.3
3295,tm1120902,The Privilege,2022,,107,['DE'],4.6
3296,tm998188,More the Merrier,2021,,112,['ES'],5.4
3297,tm1047503,Trees of Peace,2021,NC-17,97,['US'],6.4
3298,tm1018418,Two Distant Strangers,2021,R,32,['US'],
3299,tm1138870,Badhaai Do,2022,,147,['IN'],7.1
3300,tm1207099,Jane Fonda & Lily Tomlin: Ladies Night Live,2022,PG-13,60,['US'],5.5
3301,tm166973,Mixtape,2021,,94,['US'],6.6
3302,tm1104532,Britney vs. Spears,2021,,93,['US'],6.4
3303,tm1020326,Deadly Illusions,2021,R,114,['US'],
3304,tm1228963,Ranveer vs Wild with Bear Grylls,2022,PG,70,['IN'],7.3
3305,tm1213009,Dear Friend,2022,,118,['IN'],5.9
3306,tm1040671,Marilyn's Eyes,2021,,110,['IT'],6.6
3307,tm1087932,Prey,2021,,87,['DE'],4.3
3308,tm983668,Misha and the Wolves,2021,PG-13,90,"['BE', 'GB', 'DE']",6.7
3309,tm921206,The Kissing Booth 3,2021,PG-13,112,"['ZA', 'GB', 'US']",4.7
3310,tm319224,The Loud House Movie,2021,G,83,['US'],6.1
3311,tm1087160,Fever Dream,2021,R,93,"['CL', 'PE']",5.4
3312,tm1045741,Blue Miracle,2021,,95,"['MX', 'US']",6.6
3313,tm855641,Home2Home,2022,,110,['DE'],7.9
3314,tm473502,83,2021,,163,['IN'],7.5
3315,tm855075,Rurouni Kenshin: The Beginning,2021,R,138,['JP'],7.4
3316,tm1187913,Honeymoon With My Mother,2022,,110,['ES'],5.8
3317,tm1134006,Death to 2021,2021,,60,"['GB', 'US']",6.3
3318,tm881587,"Vengeance Is Mine, All Others Pay Cash",2021,,114,['ID'],7.0
3319,tm816591,The Getaway King,2021,,100,['PL'],6.5
3320,tm810504,Yaksha: Ruthless Operations,2022,,125,['KR'],6.2
3321,tm983270,Outside the Wire,2021,R,116,['US'],5.4
3322,tm1201457,Civil: Ben Crump,2022,PG-13,101,[],5.4
3323,tm982887,The Minimalists: Less Is Now,2021,,53,['US'],5.9
3324,tm984155,The Devil Below,2021,R,89,['US'],4.2
3325,tm984204,The Seventh Day,2021,R,87,['US'],4.5
3326,tm863919,Extinct,2021,,85,"['CA', 'CN', 'US']",5.4
3327,tm974195,The Fable: The Killer Who Doesn't Kill,2021,,132,['JP'],6.8
3328,tm858000,Rurouni Kenshin: The Final,2021,PG-13,139,['JP'],7.2
3329,tm1218547,Bruna Louise: Demolition,2022,,65,['BR'],4.5
3330,tm1057343,Prophetess,2021,,144,[],6.8
3331,tm860261,To All the Boys: Always and Forever,2021,PG-13,115,['US'],6.3
3332,tm1106044,100 días con la Tata,2021,,82,[],7.9
3333,tm1052498,Aileen Wuornos: American Boogeywoman,2021,R,85,['US'],3.7
3334,tm1150256,Tall Girl 2,2022,,97,['US'],4.7
3335,tm1102868,Nobody Sleeps in the Woods Tonight 2,2021,,97,['PL'],3.9
3336,tm1223736,Chip and Potato: Chip's Holiday,2022,,24,['CA'],
3337,tm872108,A Week Away,2021,,94,['US'],5.7
3338,tm1143898,Jana Gana Mana,2022,,161,['IN'],8.3
3339,tm1110389,Single All the Way,2021,,99,['CA'],6.1
3340,tm1031976,Dhamaka,2021,,104,['IN'],7.2
3341,tm1093287,The River Runner,2021,,86,[],6.9
3342,tm362072,Monster,2021,R,98,"['CA', 'US']",6.5
3343,tm1120509,Never Back Down: Revolt,2021,R,89,['US'],4.0
3344,tm1091155,Untold: Breaking Point,2021,R,79,['US'],7.6
3345,tm1219931,Heart Parade,2022,,108,['PL'],4.9
3346,tm991351,Pelé,2021,PG-13,108,['GB'],7.0
3347,tm1102891,Grudge,2021,,104,['TR'],5.5
3348,tm998858,Brian Regan: On the Rocks,2021,,58,['US'],6.8
3349,tm894254,Penguin Bloom,2021,PG-13,95,"['AU', 'US']",6.8
