,id,title,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,crew
810,ts85126,The Degenerates,2018,,24,['comedy'],['US'],2.0,6.2,680.0,
811,ts70631,Children of the Whales,2017,TV-14,24,"['scifi', 'animation', 'drama', 'fantasy']",['JP'],1.0,7.0,1551.0,"['Natsuki Hanae 22310 ACTOR', 'Manaka Iwami 727517 ACTOR', 'Yuuichirou Umehara 97304 ACTOR', 'Nobunaga Shimazaki 274 ACTOR', 'Mikako Komatsu 97290 ACTOR', 'Daiki Yamashita 96460 ACTOR', 'Hiroshi Kamiya 135 ACTOR']"
812,ts83213,The Rise of Phoenixes,2018,TV-14,45,"['drama', 'romance', 'history']",['CN'],1.0,8.4,1492.0,"['Chen Kun 36792 ACTOR', 'Ni Ni 27870 ACTOR', 'Ni Dahong 589918 ACTOR', 'Qu Gaowei 963571 ACTOR', 'Bai Jingting 158251 ACTOR', 'Wang Ou 724357 ACTOR', 'Zhao Lixin 252798 ACTOR', 'Yuan Hong 138307 ACTOR', 'Zhang Xiaocheng 603916 ACTOR', 'Mei Ting 60502 ACTOR', 'Liu Mintao 167141 ACTOR', 'Cao Lei 123741 ACTOR', 'Yan Shen 739206 DIRECTOR', '刘海波 1715529 DIRECTOR']"
813,ts82419,Zac & Mia,2017,TV-14,20,['drama'],['US'],2.0,7.8,628.0,"['Anne Winters 85666 ACTOR', 'Kian Lawley 67088 ACTOR', 'Jason Perlman 900116 DIRECTOR']"
814,ts86945,Abby Hatcher,2018,TV-Y,17,"['animation', 'family', 'fantasy', 'comedy']",['US'],3.0,5.4,182.0,"['Macy Drouin 749921 ACTOR', 'Wyatt White 1129557 ACTOR', 'Michela Luci 698335 ACTOR', 'Terry McGurrin 113461 ACTOR', 'Jacob Soley 707287 ACTOR']"
815,ts55484,My Only Love Song,2017,TV-MA,29,"['drama', 'romance', 'comedy', 'fantasy']",['KR'],1.0,7.0,672.0,"['Gong Seung-yeon 96016 ACTOR', 'Lee Jong-hyun 96015 ACTOR', 'Jin Ye-ju 1484259 ACTOR', 'Lee Jae-Jin 636597 ACTOR', 'Kim Jung-pal 177111 ACTOR', 'Kim Chae-eun 636552 ACTOR', 'Ahn Bo-hyun 239635 ACTOR', 'Park Joo-Hyung 703683 ACTOR', 'Lee Yong-jik 181813 ACTOR', 'Lee Cheol-min 187869 ACTOR', 'Choi Jong-hoon 276783 ACTOR', 'Min Doo-sik 166700 DIRECTOR']"
816,ts74805,A Little Help with Carol Burnett,2018,TV-G,24,[],['US'],1.0,6.3,237.0,['Carol Burnett 21545 ACTOR']
817,ts80042,ReBoot: The Guardian Code,2018,TV-G,23,"['drama', 'scifi', 'action', 'comedy']",['CA'],2.0,3.7,1204.0,"['Ty Wood 53366 ACTOR', 'Sydney Scotia 685851 ACTOR', 'Ajay Friese 819545 ACTOR', 'Gabriel Darku 868768 ACTOR', 'Hannah Vandenbygaart 823564 ACTOR']"
818,ts80466,Secret Agent Selection: WW2,2018,,59,"['war', 'documentation', 'history', 'european']",['GB'],1.0,7.7,564.0,['Douglas Henshall 19987 ACTOR']
819,ts89067,Love and Fortune,2018,TV-MA,58,"['drama', 'romance']",['JP'],1.0,7.3,555.0,"['Eri Tokunaga 169863 ACTOR', 'Enon Kawatani 1091124 ACTOR', 'Aina Yamada 876615 ACTOR', 'Kitaro 278823 ACTOR', 'Sairi Ito 635851 ACTOR', 'Yuka Ogura 964716 ACTOR', 'Yui Imaizumi 952266 ACTOR', 'Noriko Eguchi 62262 ACTOR', 'Shuntaro Yanagi 749431 ACTOR', 'Kinuo Yamada 354999 ACTOR', 'Daichi Watanabe 262115 ACTOR', 'Show Kasamatsu 743359 ACTOR', 'Masanobu Ando 59102 ACTOR', 'Fuju Kamio 869450 ACTOR', 'Mina Fujii 212964 ACTOR', 'Mansaku Ikeuchi 102075 ACTOR']"
820,ts78145,Drug Lords,2018,TV-MA,46,['documentation'],['US'],2.0,6.8,1334.0,['Jesus Licciardello 645249 ACTOR']
821,ts77770,Fate/Extra Last Encore,2018,,27,"['action', 'animation', 'fantasy']",['JP'],2.0,5.3,807.0,"['Atsushi Abe 106871 ACTOR', 'Sakura Tange 104071 ACTOR', 'Hiroshi Kamiya 135 ACTOR', 'Noriko Shitaya 60774 ACTOR', 'Mugihito 104145 ACTOR', 'Kana Ueda 39339 ACTOR', 'Urara Takano 175389 ACTOR', 'Ai Nonaka 174404 ACTOR', 'Kunihiko Yasui 103294 ACTOR', 'Wataru Hatano 5174 ACTOR', 'Ayaka Imamura 249965 ACTOR']"
822,ts80600,Luis Miguel: The Series,2018,TV-14,52,"['drama', 'history', 'music', 'romance']",['MX'],3.0,8.0,4556.0,"['Diego Boneta 2148 ACTOR', 'Albi De Abreu 73196 ACTOR']"
823,ts80413,Busted!,2018,TV-14,75,"['thriller', 'comedy', 'reality']",['KR'],3.0,7.6,912.0,"['Yoo Jae-suk 236266 ACTOR', 'Park Min-young 96433 ACTOR', 'Sehun 137874 ACTOR', 'Kim Se-jeong 705660 ACTOR', 'Lee Kwang-soo 139873 ACTOR', 'Lee Seung-gi 100699 ACTOR', 'Kim Jong-min 273842 ACTOR', 'Jang Hyuk-jae 2107703 DIRECTOR', 'Jo Hyo-jin 1103267 DIRECTOR', 'Kim Joo-hyung 1103270 DIRECTOR']"
824,ts83925,Boca Juniors Confidential,2018,,42,"['documentation', 'sport']",['AR'],1.0,6.3,352.0,
825,ts79585,Dinotrux: Supercharged,2017,TV-Y7,23,"['animation', 'action', 'comedy', 'family']",['US'],3.0,7.5,98.0,"['Matt Hill 1246359 ACTOR', 'Andrew Francis 44855 ACTOR', 'Brian Drummond 34966 ACTOR', 'Richard Ian Cox 34841 ACTOR', 'Ashleigh Ball 34837 ACTOR']"
826,ts83554,Inside the Criminal Mind,2018,TV-MA,49,"['crime', 'documentation']",['US'],1.0,5.4,1014.0,
827,ts82565,Sparta,2018,TV-MA,53,"['thriller', 'drama']",['RU'],1.0,6.6,449.0,"['Olga Vinichenko 281669 ACTOR', 'Artyom Tkachenko 276892 ACTOR', 'Alexander Petrov 230659 ACTOR', 'Mariya Smolnikova 112385 ACTOR', 'Valeriya Shkirando 129191 ACTOR', 'Oksana Bazilevich 112395 ACTOR', 'Olga Sutulova 48954 ACTOR', 'Mikhail Grubov 635554 ACTOR', 'Fillip Gorenshtein 293410 ACTOR', 'Marina Kaletskaya 929729 ACTOR', 'Svetlana Khomich 870810 ACTOR', 'Oleg Gaas 248802 ACTOR', 'Yuliya Marchenko 211600 ACTOR']"
828,ts79409,A.I.C.O. -Incarnation-,2018,TV-14,25,"['animation', 'action', 'scifi']",['JP'],1.0,6.3,1203.0,"['Yusuke Kobayashi 11256 ACTOR', 'Haruka Shiraishi 183733 ACTOR', 'Takehito Koyasu 84497 ACTOR', 'Toru Okawa 330 ACTOR', 'Taishi Murata 137930 ACTOR', 'Mao Ichimichi 97298 ACTOR', 'Atsuko Tanaka 4572 ACTOR', 'Makoto Furukawa 90688 ACTOR', 'Kaori Nazuka 3984 ACTOR', 'Ryota Takeuchi 250843 ACTOR', 'Ai Kayano 208 ACTOR']"
829,ts119730,Luo Bao Bei,2018,TV-Y,11,['animation'],[],1.0,8.0,38.0,
830,ts53264,My Shy Boss,2017,TV-MA,71,"['comedy', 'drama', 'romance']",['KR'],1.0,7.2,1614.0,"['Yeon Woo-jin 99050 ACTOR', 'Park Hye-su 199733 ACTOR', 'Yoon Park 199734 ACTOR', 'Gong Seung-yeon 96016 ACTOR', 'Ye Ji-won 146159 ACTOR', 'Heo Jung-min 110122 ACTOR', 'Lee Kyu-han 103845 ACTOR', 'Jun Hyo-seong 200075 ACTOR', 'Stephanie Lee 103373 ACTOR', 'Kim Eung-soo 105911 ACTOR', 'Kim Ye-ryeong 105249 ACTOR', 'Lee Han-wi 59297 ACTOR', 'Han Jae-seok 615956 ACTOR', 'Kim Mi-kyeong 129153 ACTOR', 'Song Hyun-wook 255818 DIRECTOR']"
831,ts83359,100 Days My Prince,2018,TV-14,75,"['drama', 'thriller', 'comedy', 'action', 'history', 'romance']",['KR'],1.0,7.7,2068.0,"['Doh Kyung-soo 137871 ACTOR', 'Nam Ji-hyun 75400 ACTOR', 'Cho Seong-ha 100704 ACTOR', 'Jo Han-chul 96440 ACTOR', 'Yeon-ah Oh 597882 ACTOR', 'Ji Min-hyuk 954307 ACTOR', 'Kim Seon-ho 734717 ACTOR', 'Jung Hae-kyun 75459 ACTOR', 'Han So-hee 948753 ACTOR', 'Heo Jung-min 110122 ACTOR', 'Kim Jae-young 177216 ACTOR', 'Jo Hyun-sik 970098 ACTOR', 'Ahn Suk-hwan 88187 ACTOR', 'Kim Ki-doo 978125 ACTOR', 'Lee Min-ji 103375 ACTOR', 'Lee Joon-hyuk 201720 ACTOR', 'Jung Ji-hoon 936130 ACTOR', 'Heo Jung-eun 598880 ACTOR', 'Jeong Joon-won 296237 ACTOR', 'Lee Jong-jae 858776 DIRECTOR']"
832,ts83071,Afflicted,2018,TV-MA,42,"['documentation', 'thriller', 'reality']",['BR'],1.0,5.1,1120.0,['Jamison Hill 943154 ACTOR']
833,ts84484,Dancing Queen,2018,,41,"['reality', 'music']",['US'],1.0,6.9,1614.0,"['Alyssa Edwards 192431 ACTOR', 'D.J. ""Shangela"" Pierce 192432 ACTOR']"
834,ts75012,Million Yen Women,2017,,30,"['drama', 'crime', 'romance', 'comedy']",['JP'],1.0,7.6,1835.0,"['Moeka Hoshi 743462 ACTOR', 'Rila Fukushima 29710 ACTOR', 'Rena Matsui 94811 ACTOR', 'Miwako Wagatsuma 250456 ACTOR', 'Rena Takeda 249448 ACTOR', 'Yuko Araki 306219 ACTOR', 'Lily Franky 47002 ACTOR', 'Takashi Yamanaka 102074 ACTOR', 'Tomoya Nakamura 157436 ACTOR', 'Tetsuhiro Ikeda 164623 ACTOR', 'Yuya Endo 175068 ACTOR', 'Kaito Yoshimura 595329 ACTOR', 'Yojiro Noda 253015 ACTOR', 'Michihito Fujii 254741 DIRECTOR']"
835,ts80208,Fugitiva,2018,TV-MA,52,"['drama', 'thriller', 'action', 'crime']",['ES'],1.0,5.6,665.0,"['Paz Vega 15910 ACTOR', 'Julio Bracho 166895 ACTOR', 'Lander Otaola 98270 ACTOR', 'Luisa Maria Rubino 1002890 ACTOR', 'Arantza Ruíz 157759 ACTOR', 'Mercedes Sampietro 54152 ACTOR', 'Iván Pellicer 781744 ACTOR', 'José Manuel Poga 2697 ACTOR', 'Sebastian Montecino 1002974 ACTOR', 'Melina Matthews 21224 ACTOR']"
836,ts83070,72 Dangerous Animals: Asia,2018,TV-14,47,['documentation'],['US'],1.0,6.6,517.0,['Bob Brisbane 895654 ACTOR']
837,ts82398,My Dead Ex,2018,,25,"['comedy', 'drama', 'scifi']",['US'],1.0,7.4,485.0,"['Katherine Hughes 8587 ACTOR', 'Ryan Lee 28791 ACTOR', 'Medalion Rahimi 66237 ACTOR']"
838,ts78353,Misty,2018,TV-MA,71,"['drama', 'crime', 'thriller', 'romance']",['KR'],1.0,8.1,620.0,"['Kim Nam-ju 350299 ACTOR', 'Ji Jin-hee 101253 ACTOR', 'Jeon Hye-jin 175755 ACTOR', 'Im Tae-kyung 832298 ACTOR', 'Go Joon 744092 ACTOR', 'Jin Ki-joo 143401 ACTOR', 'Ahn Nae-sang 103045 ACTOR', 'Lee Kyung-young 177947 ACTOR', 'Lee Sung-wook 731330 ACTOR', 'Lee Joon-hyuk 201720 ACTOR', 'Lee Ah-hyeon 399775 ACTOR', 'Jung Young-ki 45840 ACTOR', 'Park Shi Woo 1757982 ACTOR', 'Koo Ja-sung 903226 ACTOR', 'Mo Wan-il 1067344 DIRECTOR']"
839,ts84977,Terrorism Close Calls,2018,,48,['documentation'],['US'],1.0,5.2,712.0,"['David Bitkower 1606462 ACTOR', 'Don Borelli 1606461 ACTOR', 'Pete King 17384 ACTOR', 'Dušan Kiš 815887 ACTOR']"
840,ts82296,My ID is Gangnam Beauty,2018,TV-MA,57,"['drama', 'comedy', 'romance']",['KR'],1.0,7.4,4021.0,"['Im Soo-hyang 367004 ACTOR', 'Cha Eun-woo 305665 ACTOR', 'Jo Woo-Ri 923783 ACTOR', 'Kwak Dong-yeon 104862 ACTOR', 'Park Joo-mi 114803 ACTOR', 'Kim Ji-Min 630377 ACTOR', 'Lee Tae-seon 199990 ACTOR', 'Woo Hyeon 181689 ACTOR', 'Min Do-hee 103658 ACTOR', 'Park You-na 997202 ACTOR', 'Chung Hye-lyn 1255032 ACTOR', 'Kim Doh-yon 1217182 ACTOR', 'Oh Hee-joon 306867 ACTOR', 'Bae Da-bin 962643 ACTOR', 'Baek Soo-min 606870 ACTOR', 'Choi Sung-won 122899 ACTOR', 'Seo Ji-hye 1489554 ACTOR', 'Choi Seong-beom 1579954 DIRECTOR']"
841,ts79330,Girls Incarcerated,2018,TV-MA,43,"['reality', 'documentation']",['GB'],2.0,7.2,1097.0,
842,ts83430,Smoking,2018,TV-MA,24,"['crime', 'drama', 'comedy']",['JP'],2.0,7.4,457.0,"['Ryuhei Matsuda 89730 ACTOR', 'Kaito Yoshimura 595329 ACTOR', 'Rin Furukawa 989191 ACTOR', 'Ryo Ishibashi 23255 ACTOR', 'Nobuaki Kaneko 53331 ACTOR', 'Tomomi Maruyama 165341 ACTOR', 'Hajime Gonno 989188 DIRECTOR']"
843,ts95011,Move,2018,TV-MA,48,['documentation'],['US'],1.0,7.4,116.0,"['Jon Boogz 1642086 ACTOR', 'Kimiko Versatile 1642085 ACTOR', 'Lil Buck 88135 ACTOR', 'Israel Galván 1500740 ACTOR', 'Akram Khan 171752 ACTOR', 'Ohad Naharin 253401 ACTOR']"
844,ts85276,Hymn of Death,2018,,45,"['drama', 'history', 'music', 'romance']",['KR'],1.0,7.6,1209.0,"['Lee Jong-suk 86611 ACTOR', 'Shin Hye-sun 91526 ACTOR', 'Lee Ji-hoon 589290 ACTOR', 'Jung Moon-sung 889176 ACTOR', 'Oh Eui-sik 232935 ACTOR', 'Lee Joon Yi 1083736 ACTOR', 'Han Eun-seon 299180 ACTOR', 'Lee Sang-yeob 101835 ACTOR', 'Kim Myung-soo 442284 ACTOR', 'Park Sun Im 1083733 ACTOR', 'Lee Chul Min 1083737 ACTOR', 'Kim Won-hae 183113 ACTOR', 'Hwang Young-hee 309880 ACTOR', 'Go Bo-gyeol 228466 ACTOR', 'Shin Jae-ha 86634 ACTOR', 'Jang Hyun-sung 6323 ACTOR', 'Bae Hae-sun 884469 ACTOR', 'Seo Dong-won 61372 ACTOR', 'Kim Kang-hyun 288986 ACTOR', 'Jang Hyuk-jin 592125 ACTOR', 'Park Soo-zin 1043148 DIRECTOR']"
845,ts77467,Terrace House: Opening New Doors,2017,,39,"['reality', 'drama']",['JP'],6.0,7.8,968.0,"['YOU 72848 ACTOR', 'Azusa Babazono 603920 ACTOR', 'Ryota Yamasato 247973 ACTOR', 'Yoshimi Tokui 285096 ACTOR', 'Reina Triendl 252607 ACTOR', 'Shono Hayama 71342 ACTOR']"
846,ts83814,Undercover Law,2018,,54,"['drama', 'action']",['CO'],1.0,7.2,215.0,"['Juana del Río 1060165 ACTOR', 'Valeria Galviz 1060164 ACTOR', 'Viña Machado 254362 ACTOR', 'Luna Baxter 977264 ACTOR']"
847,ts68146,Myths & Monsters,2017,TV-PG,43,"['documentation', 'fantasy', 'european']",['GB'],1.0,7.7,841.0,"['Joanne Shortt Butler 813908 ACTOR', 'Liz Gloyn 813907 ACTOR', 'William Simpson 813906 ACTOR', 'Nicholas Day 51499 ACTOR']"
848,ts78099,72 Dangerous Animals: Latin America,2017,,43,['documentation'],"['AU', 'US']",1.0,6.6,581.0,['Bob Brisbane 895654 ACTOR']
849,ts89538,Bitter Daisies,2018,,70,"['drama', 'thriller']",['ES'],2.0,7.2,3274.0,"['María Mera 212929 ACTOR', 'Santi Prego 196814 ACTOR', 'Noelia Castaño 199012 ACTOR', 'Rebeca Stones 1435865 ACTOR', 'Sara Sanz 1083157 ACTOR', 'César Cambeiro 96515 ACTOR', 'David Seijo 106883 ACTOR']"
850,ts89069,LEGO Friends: Girls on a Mission,2018,TV-Y,11,['animation'],"['US', 'DK']",4.0,6.2,111.0,"['Jasmine Elcock 1981383 ACTOR', 'Amaya Harrow 1981696 ACTOR', 'Jasmine St.Clair 1937608 ACTOR', 'Allegra Clark 1393323 ACTOR', 'Faye Mata 1573952 ACTOR', 'Kira Buckland 722479 ACTOR']"
851,ts78707,The Joel McHale Show with Joel McHale,2018,TV-MA,25,['comedy'],['US'],2.0,7.1,2396.0,['Joel McHale 10827 ACTOR']
852,ts75676,The Velvet Collection,2017,TV-14,57,"['comedy', 'drama', 'romance', 'european']",['ES'],3.0,7.2,1416.0,"['Marta Hazas 354 ACTOR', 'Asier Etxeandia 5545 ACTOR', 'Adrián Lastra 71686 ACTOR', 'Diego Martín 42559 ACTOR', 'Javier Rey 363 ACTOR', 'Fernando Guallar 824824 ACTOR', 'Llorenç González 90255 ACTOR', 'Megan Montaner 2610 ACTOR', 'Marta Torné 124169 ACTOR', 'Andrea Duro 73870 ACTOR', 'Ignacio Montes 325974 ACTOR', 'Paula Usero 794706 ACTOR', 'Adriana Ozores 99836 ACTOR', 'Imanol Arias 30234 ACTOR']"
853,ts80993,Kibaoh Klashers,2017,TV-Y7,24,['scifi'],['CN'],2.0,6.4,18.0,"['Ben Diskin 63319 ACTOR', 'Cherami Leigh 4643 ACTOR', 'Ray Chase 238418 ACTOR']"
854,ts80057,Last Hope,2018,TV-14,24,"['drama', 'animation', 'action', 'scifi']",['JP'],1.0,5.8,434.0,"['Tomoaki Maeno 275 ACTOR', 'Kenjiro Tsuda 75908 ACTOR', 'Nao Toyama 92457 ACTOR', 'Kana Hanazawa 11175 ACTOR', 'Ai Kayano 208 ACTOR', 'Takayuki Kondo 7084 ACTOR', 'Kaito Ishikawa 90689 ACTOR', 'Akira Ishida 58641 ACTOR', 'Yuichi Nakamura 85543 ACTOR', 'Nobuyuki Hiyama 7440 ACTOR', 'Yuuichirou Umehara 97304 ACTOR']"
855,ts55936,My Secret Romance,2017,TV-14,52,"['comedy', 'romance']",['KR'],1.0,7.1,3409.0,"['Sung Hoon 101129 ACTOR', 'Song Ji-eun 204473 ACTOR', 'Kim Jae-young 177216 ACTOR', 'Jeong Da-Sol 664844 ACTOR', 'Kim Si-young 423488 ACTOR', 'Im Do-yoon 664802 ACTOR', 'Lee Hae-in 664798 ACTOR', 'Baek Seung-Heon 664791 ACTOR', 'Nam Gi-ae 241756 ACTOR', 'Kang Cheol-Woo 977626 DIRECTOR']"
856,ts82085,Ainori Love Wagon: Asian Journey,2017,,30,['reality'],['JP'],2.0,6.8,276.0,
857,ts81886,All About the Washingtons,2018,TV-G,25,"['comedy', 'music']",['US'],1.0,4.5,723.0,"['Joseph Simmons 201134 ACTOR', 'Justine Simmons 912144 ACTOR', 'Nathan Anderson 934775 ACTOR', 'Leah Rose Randall 934774 ACTOR', 'Maceo Smedley 934773 ACTOR', 'Kiana Ledé 114846 ACTOR']"
858,ts57281,All Hail King Julien: Exiled,2017,TV-Y7,23,"['animation', 'comedy', 'family', 'fantasy']",['US'],1.0,7.4,575.0,"['Danny Jacobs 19058 ACTOR', 'Jeff Bennett 524 ACTOR', 'India de Beaufort 85206 ACTOR', 'Kevin Michael Richardson 7997 ACTOR', 'Andy Richter 22676 ACTOR', 'Debra Wilson 58669 ACTOR', 'Betsy Sodaro 85927 ACTOR']"
859,ts81036,The Who Was? Show,2018,,24,"['family', 'comedy']",[],1.0,6.5,614.0,"['H. Jon Benjamin 48415 ACTOR', 'Kirrilee Berger 890413 ACTOR', 'Haley Tju 125337 ACTOR', 'Adam Hochstetter 264694 ACTOR']"
860,ts82875,Switched,2018,TV-MA,39,"['drama', 'scifi']",['JP'],1.0,7.1,1436.0,"['Miu Tomita 613925 ACTOR', 'Kaya Kiyohara 264079 ACTOR', 'Daiki Shigeoka 238044 ACTOR', 'Tomohiro Kamiyama 938248 ACTOR', 'Miu Suzuki 1034154 ACTOR', 'Shinji Rokkaku 308916 ACTOR', 'Megumi Seki 29423 ACTOR', 'Reika Kirishima 40507 ACTOR', 'Hiroaki Matsuyama 183527 DIRECTOR']"
861,ts80410,Kantaro: The Sweet Tooth Salaryman,2017,,30,"['comedy', 'drama']",['JP'],1.0,7.6,808.0,"['Hazuki Shimizu 759508 ACTOR', 'Matsuya Onoe 647850 ACTOR', 'Ren Ishikawa 755370 ACTOR', 'Sarutoki Minagawa 170700 ACTOR', 'Hiroyuki Onoue 57814 ACTOR', 'Kentaro Moriya 356389 DIRECTOR', 'Yusuke Ishida 903489 DIRECTOR']"
862,ts55533,Legend Quest,2017,TV-Y7,25,"['comedy', 'fantasy', 'animation']",['MX'],1.0,7.2,449.0,"['Roly Gutiérrez 1586787 ACTOR', 'Benny Emmanuel 276525 ACTOR', 'Mayte Cordeiro 1415923 ACTOR', 'Andrés Couturier 252325 ACTOR', ""Ricardo O'Farrill 211559 ACTOR"", 'Alondra Hidalgo 206222 ACTOR']"
863,ts57116,Ask the Doctor,2017,,28,['documentation'],['AU'],3.0,6.5,292.0,"['Shalin Naik 691202 ACTOR', 'Sandro Demaio 691197 ACTOR', 'Caroline West 967200 ACTOR']"
864,ts85250,Kulipari: Dream Walker,2018,TV-Y7,23,"['animation', 'action', 'fantasy']",['US'],1.0,7.6,92.0,"['Charlie Adler 526 ACTOR', 'Mark Hamill 1989 ACTOR', 'Jess Harnell 5646 ACTOR']"
865,ts112279,Empire Games,2018,,49,"['documentation', 'history']",[],1.0,5.8,312.0,"['Robert Kirk 317586 DIRECTOR', 'Max Serio 276600 DIRECTOR']"
866,ts84597,FIGHTWORLD,2018,TV-MA,42,['documentation'],['US'],1.0,7.5,822.0,['Frank Grillo 8912 ACTOR']
867,ts78767,First Team: Juventus,2018,TV-G,36,"['scifi', 'reality', 'sport', 'documentation']",['IT'],2.0,7.3,2082.0,"['Massimiliano Allegri 845325 ACTOR', 'Gianluigi Buffon 845364 ACTOR', 'Giorgio Chiellini 845363 ACTOR', 'Claudio Marchisio 845362 ACTOR', 'Andrea Barzagli 845326 ACTOR', 'Medhi Benatia 845361 ACTOR', 'Paulo Dybala 845274 ACTOR', 'Gonzalo Higuaín 845272 ACTOR', 'Mario Mandzukic 845360 ACTOR', 'Miralem Pjanić 845359 ACTOR', 'Alex Sandro 845358 ACTOR', 'Juan Cuadrado 845271 ACTOR', 'Douglas Costa 845260 ACTOR', 'Federico Bernardeschi 845258 ACTOR', 'Sami Khedira 161239 ACTOR', 'Stephan Lichtsteiner 845252 ACTOR']"
868,ts79707,Edha,2018,TV-MA,40,['drama'],['AR'],1.0,4.9,647.0,"['Juana Viale 263253 ACTOR', 'Andrés Velencoso 108239 ACTOR', 'Delfina Chaves 858370 ACTOR', 'Juan Pablo Geretto 858287 ACTOR', 'Daniel Pacheco 858288 ACTOR', 'Flavio Mendoza 858289 ACTOR', 'Osmar Núñez 354708 ACTOR', 'Germán Palacios 70811 ACTOR', 'Sofía Gala Castiglione 102653 ACTOR', 'Daniel Hendler 168150 ACTOR']"
869,ts78692,Rapture,2018,TV-MA,58,"['documentation', 'scifi', 'thriller', 'horror', 'music']",['US'],1.0,5.4,11.0,
870,ts81596,Black Crows,2017,TV-MA,33,"['drama', 'war', 'thriller']","['SA', 'SY', 'AE']",1.0,5.3,308.0,
871,ts84932,Super Drags,2018,TV-MA,25,"['animation', 'comedy', 'fantasy']",['BR'],1.0,5.4,1753.0,"['Sérgio Cantú 994845 ACTOR', 'Wagner Follare 994846 ACTOR', 'Rapha Vélez 1004173 ACTOR', 'Fernando Mendonça 985299 ACTOR', 'Pabllo Vittar 1004167 ACTOR']"
872,ts84038,Battlefish,2018,,43,"['documentation', 'reality']",['US'],1.0,7.1,428.0,
873,ts79856,SWORDGAI The Animation,2018,TV-MA,23,"['action', 'animation', 'scifi', 'fantasy', 'horror']",['JP'],2.0,5.8,932.0,"['Yuuka Aisaka 863383 ACTOR', 'Rina Sato 4607 ACTOR', 'Hiro Shimono 97171 ACTOR', 'Tomokazu Sugita 249 ACTOR', 'Yuuichirou Umehara 97304 ACTOR', 'Takaya Kuroda 157027 ACTOR', 'Yuto Uemura 826547 ACTOR', 'Jouji Nakata 60773 ACTOR', 'Toshihiko Seki 61030 ACTOR']"
874,ts84782,Larva Island,2018,TV-Y7,8,"['animation', 'comedy']","['US', 'KR']",2.0,6.5,430.0,
875,ts83045,Accidentally In Love,2018,TV-14,31,"['family', 'drama', 'comedy', 'music', 'romance']",['CN'],1.0,7.4,1156.0,"['Sun Yining 336409 ACTOR', 'Guo Junchen 293484 ACTOR', 'Cheng Mu Xuan 1171388 ACTOR', 'Ma Li 1171348 ACTOR', 'Zhao Yiqin 750212 ACTOR', 'Mo Zhou 932149 ACTOR']"
876,ts83204,Million Pound Menu,2018,,60,['reality'],['GB'],2.0,6.6,565.0,
877,ts80751,The Break with Michelle Wolf,2018,TV-MA,26,['comedy'],['US'],1.0,5.1,1870.0,['Michelle Wolf 883860 ACTOR']
878,ts74765,Daughters of Destiny,2017,,61,['documentation'],['IN'],1.0,8.6,922.0,['Vanessa Roth 3217 DIRECTOR']
879,ts82559,Amazing Interiors,2018,TV-PG,26,['documentation'],"['GB', 'US']",1.0,6.6,802.0,
880,ts81944,The Comedy Lineup,2018,TV-MA,15,"['comedy', 'action']",[],2.0,5.9,461.0,
881,ts75887,Paul Hollywood's Big Continental Road Trip,2017,TV-14,59,"['documentation', 'european']",['GB'],1.0,7.4,211.0,"['Paul Hollywood 514647 ACTOR', 'Ewan Keil 613749 DIRECTOR']"
882,ts89372,Titipo Titipo,2018,TV-Y,18,['animation'],['KR'],2.0,6.8,20.0,
883,ts81856,Borges,2018,TV-MA,0,['comedy'],['BR'],2.0,6.2,172.0,"['Thati Lopes 240653 ACTOR', 'Antonio Tabet 206873 ACTOR', 'Rafael Portugal 240652 ACTOR', 'Karina Ramil 649078 ACTOR']"
884,ts76771,Stretch Armstrong & the Flex Fighters,2017,TV-G,23,"['animation', 'action', 'comedy', 'scifi']",['US'],2.0,6.1,318.0,"['Ogie Banks 107877 ACTOR', 'Scott Menville 4895 ACTOR', 'Steven Yeun 12553 ACTOR', 'Will Wheaton 616717 ACTOR', 'Keith David 5198 ACTOR']"
885,ts84335,1983,2018,TV-MA,57,"['drama', 'thriller', 'crime']",['PL'],1.0,6.7,4169.0,"['Robert Więckiewicz 192071 ACTOR', 'Maciej Musiał 305264 ACTOR', 'Michalina Olszańska 240743 ACTOR', 'Andrzej Chyra 53416 ACTOR', 'Zofia Wichłacz 274024 ACTOR', 'Agnieszka Żulewska 254533 ACTOR']"
886,ts93947,Wrong Kind of Black,2018,TV-MA,16,"['drama', 'comedy']",['AU'],1.0,7.6,149.0,"['Nilbi Yasserie 2305646 ACTOR', 'Aaron L. McGrath 114817 ACTOR', 'Lisa Flanagan 58781 ACTOR', 'Clarence John Ryan 180616 ACTOR', 'Tom E. Lewis 60000 ACTOR']"
887,ts82160,Harvey Street Kids,2018,TV-Y7,24,"['family', 'action', 'animation', 'comedy']",['US'],4.0,6.7,254.0,"['Lauren Lapkus 18114 ACTOR', 'Stephanie Lemelin 8544 ACTOR', 'Kelly McCreary 71162 ACTOR', 'Grey DeLisle 14142 ACTOR']"
888,ts83247,Stay Here,2018,TV-PG,32,"['reality', 'documentation']",['US'],1.0,7.4,1101.0,['Genevieve Gorder 329219 ACTOR']
889,ts86994,Serial Killer with Piers Morgan,2017,TV-14,47,"['documentation', 'crime']",['GB'],2.0,3.9,1404.0,['Piers Morgan 79543 ACTOR']
