,id,title,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,crew
314,ts47714,Kim's Convenience,2016,TV-14,22,['comedy'],['CA'],5.0,8.2,17706.0,"['Paul Sun-Hyung Lee 35976 ACTOR', 'Jean Yoon 13583 ACTOR', 'Andrea Bang 589490 ACTOR', 'Simu Liu 599335 ACTOR', 'Andrew Phung 331319 ACTOR', 'Nicole Power 589491 ACTOR', 'Benjamin Beauchemin 1080738 ACTOR']"
315,ts38710,Wynonna Earp,2016,TV-14,43,"['western', 'action', 'scifi', 'thriller', 'drama', 'fantasy']","['CA', 'US']",4.0,7.3,22565.0,"['Melanie Scrofano 18698 ACTOR', 'Tim Rozon 44871 ACTOR', 'Dominique Provost-Chalkley 1867 ACTOR', 'Kat Barrell 86660 ACTOR', 'Varun Saranga 616255 ACTOR', 'Greg Lawson 693089 ACTOR', 'Martina Ortiz Luis 1531356 ACTOR']"
316,ts21885,Unbreakable Kimmy Schmidt,2015,TV-14,30,"['comedy', 'drama']",['US'],4.0,7.6,71266.0,"['Ellie Kemper 15891 ACTOR', 'Tituss Burgess 85968 ACTOR', 'Jane Krakowski 2324 ACTOR', 'Carol Kane 11179 ACTOR']"
317,ts35253,Dark Matter,2015,TV-14,43,"['scifi', 'thriller', 'drama', 'action']",['CA'],3.0,7.5,42177.0,"[""Melissa O'Neil 110478 ACTOR"", 'Anthony Lemke 49671 ACTOR', 'Alex Mallari Jr. 8824 ACTOR', 'Jodelle Ferland 16248 ACTOR', 'Roger Cross 49921 ACTOR', 'Zoie Palmer 49381 ACTOR']"
318,ts41289,Flowers,2016,TV-14,25,"['comedy', 'drama', 'european']",['GB'],2.0,8.1,5650.0,"['Olivia Colman 322 ACTOR', 'Julian Barratt 49394 ACTOR', 'Sophia Di Martino 260073 ACTOR', 'Daniel Rigby 137880 ACTOR', 'Will Sharpe 262783 ACTOR', 'Anna Chancellor 7185 ACTOR', 'Rico Canadinhas 182585 ACTOR', 'Alistair Green 182586 ACTOR', 'Zita Sattar 182587 ACTOR', 'Angus Wright 187602 ACTOR', 'Colin Hurley 182588 ACTOR', 'Hammed Animashaun 182589 ACTOR', 'Desiree Akhavan 182590 ACTOR', 'Helen Cripps 182591 ACTOR', 'Sharon Young 182592 ACTOR', 'Maite Jáuregui 353681 ACTOR']"
319,ts38090,Versailles,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,7.9,16505.0,"['George Blagden 19154 ACTOR', 'Alexander Vlahos 107717 ACTOR', 'Tygh Runyan 21385 ACTOR', 'Stuart Bowman 113944 ACTOR', 'Elisa Lasowski 75113 ACTOR', 'Anna Brewster 76154 ACTOR', 'Evan Williams 66333 ACTOR', 'Maddison Jaizani 113945 ACTOR', 'Steve Cumyn 104758 ACTOR', 'Joe Sheridan 24077 ACTOR', 'Pip Torrens 22512 ACTOR', 'Noémie Schmidt 75275 ACTOR', 'Amira Casar 43476 ACTOR', 'Sarah Winter 342587 ACTOR', 'Gilly Gilchrist 6469 ACTOR', 'Anatole Taubman 975 ACTOR', 'Alexis Michalik 34581 ACTOR', 'Lizzie Brocheré 72661 ACTOR']"
320,ts21986,Good Witch,2015,TV-G,43,"['scifi', 'fantasy', 'comedy', 'drama']",['US'],7.0,7.2,10556.0,"['Catherine Bell 9251 ACTOR', 'James Denton 8661 ACTOR', 'Catherine Disher 25565 ACTOR', 'Sarah Power 35798 ACTOR', 'Rhys Matthew Bond 86525 ACTOR']"
321,ts36177,Glitch,2015,TV-MA,52,"['scifi', 'thriller', 'drama', 'horror']",['AU'],3.0,7.3,17240.0,"['Patrick Brammall 91430 ACTOR', 'Emma Booth 17851 ACTOR', 'Jessica Faulkner 1213994 ACTOR', 'Sean Keenan 45148 ACTOR', 'Hannah Monson 110402 ACTOR', 'Aaron L. McGrath 114817 ACTOR', 'Rodger Corser 590709 ACTOR', 'John Leary 114818 ACTOR', 'Luke Arnold 87968 ACTOR', 'Pernilla August 4914 ACTOR', 'Rob Collins 131624 ACTOR']"
322,ts35775,Wet Hot American Summer: First Day of Camp,2015,TV-MA,29,['comedy'],['US'],2.0,7.3,23947.0,"['Janeane Garofalo 492 ACTOR', 'Molly Shannon 5151 ACTOR', 'Paul Rudd 1112 ACTOR', 'Christopher Meloni 1230 ACTOR', 'Ken Marino 17121 ACTOR', 'Amy Poehler 15380 ACTOR', 'Bradley Cooper 3543 ACTOR', 'Chris Pine 6690 ACTOR', 'Jason Schwartzman 4618 ACTOR', 'John Slattery 3356 ACTOR', 'Josh Charles 9785 ACTOR', 'Joe Lo Truglio 3908 ACTOR', 'Zak Orth 18719 ACTOR', 'Marguerite Moreau 39177 ACTOR', 'Michael Showalter 25796 ACTOR', 'Michael Ian Black 36611 ACTOR', 'A.D. Miles 17123 ACTOR', 'Lake Bell 9773 ACTOR', 'Elizabeth Banks 1761 ACTOR', 'Nina Hellman 48411 ACTOR', 'David Wain 17130 ACTOR', 'Rich Sommer 77727 ACTOR', 'Michaela Watkins 25511 ACTOR', 'George Baron 2031146 ACTOR']"
323,ts38415,Frontier,2016,TV-MA,47,"['action', 'history', 'drama']",['CA'],3.0,7.1,20979.0,"['Jason Momoa 26179 ACTOR', 'Landon Liboiron 14890 ACTOR', 'Alun Armstrong 11987 ACTOR', 'Jessica Matten 603499 ACTOR', 'Zoe Boyle 86896 ACTOR', 'Lyla Porter-Follows 603498 ACTOR', 'Allan Hawco 24241 ACTOR', 'Christian McKay 9983 ACTOR', 'William Belleau 125594 ACTOR', 'Evan Jonigkeit 2817 ACTOR', 'Breanne Hill 2643 ACTOR', 'Michael Patric 308756 ACTOR']"
324,ts42687,PJ Masks,2015,TV-G,15,"['family', 'animation', 'scifi', 'action', 'fantasy', 'european']",['GB'],5.0,5.4,1268.0,"['Jacob Ewaniuk 303110 ACTOR', 'Kyle Breitkopf 54312 ACTOR', 'Addison Holley 303107 ACTOR', 'Jacob Soley 707287 ACTOR']"
325,ts38511,Love,2016,TV-MA,32,"['comedy', 'drama', 'romance']",['US'],3.0,7.7,42357.0,"['Gillian Jacobs 14416 ACTOR', 'Paul Rust 3698 ACTOR', 'Chris Witaske 95869 ACTOR', ""Claudia O'Doherty 87734 ACTOR""]"
326,ts38304,Servant of the People,2015,TV-MA,29,['comedy'],['UA'],3.0,7.3,3266.0,"['Volodymyr Zelenskyy 211578 ACTOR', 'Stanislav Boklan 184831 ACTOR', 'Yevgeniy Koshevoy 236009 ACTOR', 'Natalia Sumska 604835 ACTOR', 'Victor Saraykin 320607 ACTOR', 'Elena Kravets 683379 ACTOR', 'Yury Krapov 683377 ACTOR', 'Aleksandr Pikalov 683376 ACTOR', 'Heorhii Povolotskyi 595500 ACTOR']"
327,ts35354,Zoo,2015,TV-14,43,"['drama', 'scifi', 'thriller']",['US'],3.0,6.6,24694.0,"['James Wolk 28044 ACTOR', 'Nonso Anozie 13196 ACTOR', 'Billy Burke 1190 ACTOR', 'Kristen Connolly 16240 ACTOR', 'Alyssa Diaz 44928 ACTOR', 'Josh Salatin 25798 ACTOR', 'Gracie Dzienny 96763 ACTOR']"
328,ts42170,Crashing,2016,TV-MA,30,"['comedy', 'european']",['GB'],1.0,7.7,20370.0,"['Phoebe Waller-Bridge 91093 ACTOR', 'Jonathan Bailey 57246 ACTOR', 'Julie Dray 177426 ACTOR', 'Louise Ford 271092 ACTOR', 'Damien Molony 10065 ACTOR', 'Adrian Scarborough 10317 ACTOR', 'Amit Shah 29763 ACTOR']"
329,ts41906,The Disastrous Life of Saiki K.,2016,TV-14,10,"['scifi', 'comedy', 'animation', 'fantasy']",['JP'],3.0,8.4,7086.0,"['Hiroshi Kamiya 135 ACTOR', 'Ai Kayano 208 ACTOR', 'Daisuke Ono 132 ACTOR', 'Nobunaga Shimazaki 274 ACTOR', 'Satoshi Hino 57653 ACTOR', 'Natsuki Hanae 22310 ACTOR', 'Yoshimasa Hosoya 94526 ACTOR', 'Rikako Aikawa 42363 ACTOR', 'Makoto Furukawa 90688 ACTOR']"
330,ts36046,BUNK'D,2015,TV-G,24,"['comedy', 'drama', 'family']",['US'],6.0,5.3,3287.0,"['Miranda May 91534 ACTOR', 'Luke Busey 2176799 ACTOR', 'Trevor Tordjman 103583 ACTOR', 'Mallory James Mahoney 232099 ACTOR', 'Israel Johnson 1091095 ACTOR', 'Alfred Lewis 2124646 ACTOR']"
331,ts39007,Van Helsing,2016,TV-14,42,"['scifi', 'action', 'fantasy', 'horror', 'drama']",['US'],5.0,6.2,22172.0,"['Christopher Heyerdahl 1197 ACTOR', 'Rukiya Bernard 12825 ACTOR', 'Aleks Paunovic 26217 ACTOR', 'Kelly Overton 61319 ACTOR']"
332,ts36545,Quantico,2015,TV-14,43,"['drama', 'thriller', 'crime']",['US'],3.0,6.6,60567.0,"['Priyanka Chopra Jonas 12022 ACTOR', 'Jake McLaughlin 12440 ACTOR', 'Johanna Braddy 17786 ACTOR', 'Blair Underwood 12527 ACTOR', 'Russell Tovey 15770 ACTOR', 'Marlee Matlin 56062 ACTOR', 'Alan Powell 54895 ACTOR']"
333,ts42169,ERASED,2016,TV-14,22,"['drama', 'thriller', 'animation', 'fantasy', 'scifi']",['JP'],1.0,8.5,44643.0,"['Shinnosuke Mitsushima 270993 ACTOR', 'Tao Tsuchiya 47086 ACTOR', 'Minami Takayama 35988 ACTOR', 'Chinatsu Akasaki 35986 ACTOR', 'Aoi Yuki 396 ACTOR', 'You Taichi 271003 ACTOR', 'Ayaka Nanase 271004 ACTOR', 'Yukitoshi Kikuchi 271005 ACTOR', 'Takahiro Mizushima 123 ACTOR', 'Mitsuru Miyamoto 96475 ACTOR', 'Akari Kito 270999 ACTOR']"
334,ts36856,F is for Family,2015,TV-MA,27,"['comedy', 'drama', 'animation']",['US'],5.0,8.0,36562.0,"['Bill Burr 12204 ACTOR', 'Laura Dern 7034 ACTOR', 'Justin Long 5428 ACTOR', 'Haley Reinhart 394709 ACTOR']"
335,ts37971,Master of None,2015,TV-MA,32,"['drama', 'comedy']",['US'],3.0,8.3,72881.0,"['Lena Waithe 24188 ACTOR', 'Naomi Ackie 204726 ACTOR']"
336,ts41490,Hap and Leonard,2016,TV-MA,42,"['action', 'thriller', 'crime', 'drama']",['US'],3.0,7.6,7696.0,"['James Purefoy 32800 ACTOR', 'Michael Kenneth Williams 8641 ACTOR', 'Nicholas Logan 833329 ACTOR']"
337,ts41963,Easy,2016,TV-MA,30,"['drama', 'comedy']",['US'],3.0,6.9,13620.0,['Joe Swanberg 33266 DIRECTOR']
338,ts37464,Occupied,2015,TV-MA,45,"['war', 'drama', 'thriller']",['NO'],3.0,7.6,9044.0,"['Henrik Mestad 49330 ACTOR', 'Eldar Skar 85763 ACTOR', 'Ingeborga Dapkūnaitė 20198 ACTOR', 'Selome Emnetu 85766 ACTOR']"
339,ts52838,3%,2016,TV-MA,46,"['scifi', 'action', 'drama', 'thriller']",['BR'],4.0,7.3,25452.0,"['Bianca Comparato 85343 ACTOR', 'Vaneza Oliveira 599559 ACTOR', 'Rodolfo Valente 599584 ACTOR', 'Rafael Lozano 599591 ACTOR']"
340,ts41149,The Ranch,2016,TV-MA,30,"['comedy', 'drama', 'western']",['US'],5.0,7.4,38420.0,"['Ashton Kutcher 9769 ACTOR', 'Elisha Cuthbert 8789 ACTOR', 'Sam Elliott 2286 ACTOR', 'Debra Winger 23054 ACTOR', 'Grady Lee Richmond 101617 ACTOR', 'Kelli Goss 86538 ACTOR']"
341,ts53099,Bordertown,2016,TV-MA,59,"['drama', 'crime', 'european']",['FI'],3.0,7.6,10782.0,"['Ville Virtanen 112538 ACTOR', 'Matleena Kuusniemi 198527 ACTOR', 'Olivia Ainali 119667 ACTOR', 'Anu Sinisalo 112125 ACTOR', 'Lenita Susi 265404 ACTOR', 'Kristiina Halttu 632569 ACTOR', 'Max Bremer 661388 ACTOR', 'Jasmin Hamid 661387 ACTOR', 'Matti Laine 661386 ACTOR', 'Janne Virtanen 126419 ACTOR', 'Netta Laurenne 1355041 ACTOR']"
342,ts38204,Making a Murderer,2015,TV-14,62,"['documentation', 'crime']",['US'],2.0,8.6,94419.0,['Kathleen Zellner 1307621 ACTOR']
343,ts82825,La Casa,2015,TV-MA,47,['drama'],['AR'],1.0,7.7,23.0,
344,ts42655,Wanted,2016,TV-14,45,"['crime', 'drama', 'action']",['AU'],3.0,7.6,5920.0,"['Rebecca Gibney 40877 ACTOR', 'Geraldine Hakewill 187912 ACTOR', 'Robyn Malcolm 45149 ACTOR', 'Kate Box 91429 ACTOR', 'Michael Whalley 21258 ACTOR', 'Paul Gleeson 81217 ACTOR']"
345,ts36983,Fuller House,2016,TV-Y7,27,"['comedy', 'family']",['US'],5.0,6.7,27445.0,"['Jodie Sweetin 53400 ACTOR', 'Candace Cameron Bure 90109 ACTOR', 'Andrea Barber 90110 ACTOR', 'Elias Harger 91997 ACTOR', 'Soni Bringas 91998 ACTOR', 'Michael Campion 91999 ACTOR', 'Juan Pablo Di Pace 72312 ACTOR']"
346,ts38783,Secret City,2016,TV-MA,50,"['war', 'thriller']",['AU'],3.0,7.4,8086.0,"['Anna Torv 84911 ACTOR', 'Andrew McFarlane 448080 ACTOR', 'Marcus Graham 87098 ACTOR', 'Justin Smith 337623 ACTOR', 'Aleks Mikic 234401 ACTOR', 'Danielle Cormack 83749 ACTOR', 'Laura Gordon 161491 ACTOR', 'Rob Collins 131624 ACTOR', 'Don Hany 87111 ACTOR', 'Joel Tobeck 21823 ACTOR', 'Robert Rabiah 339744 ACTOR', 'Louisa Mignone 29364 ACTOR', 'Benedict Hardie 80730 ACTOR', 'Tom Wren 121950 ACTOR']"
347,ts38116,Mobile Suit Gundam: Iron-Blooded Orphans,2015,TV-MA,24,"['war', 'action', 'scifi', 'animation', 'drama']",['JP'],2.0,7.9,1660.0,"['Kengo Kawanishi 157548 ACTOR', 'Yoshimasa Hosoya 94526 ACTOR', 'Yuka Terasaki 103485 ACTOR', 'Natsuki Hanae 22310 ACTOR']"
348,ts35256,Chef's Table,2015,TV-MA,50,['documentation'],['US'],7.0,8.5,15352.0,
349,ts35362,Locked Up,2015,TV-MA,49,"['drama', 'thriller', 'action', 'european']",['ES'],4.0,8.2,21862.0,"['Najwa Nimri 13211 ACTOR', 'Maggie Civantos 110398 ACTOR', 'Berta Vázquez 71069 ACTOR', 'Alba Flores 118533 ACTOR', 'María Isabel Díaz Lago 20495 ACTOR', 'Ramiro Blas 199536 ACTOR', 'Marta Aledo 102226 ACTOR', 'Laura Baena 190704 ACTOR', 'Itziar Castro 42578 ACTOR', 'Alberto Velasco 71692 ACTOR', 'Abril Zamora 789152 ACTOR', 'Cristina Marcos 115423 ACTOR', 'Benjamín Vicuña 67 ACTOR', 'Adriana Paz 76580 ACTOR', 'Jesús Castejón 595269 ACTOR']"
350,ts42156,Degrassi: Next Class,2016,TV-PG,24,"['drama', 'romance']",['CA'],6.0,6.8,3285.0,"['Eric Osborne 85366 ACTOR', 'Sara Waisglass 85368 ACTOR', 'Ricardo Hoyos 85363 ACTOR', 'Olivia Scriven 85361 ACTOR', 'Ehren Kassam 269701 ACTOR', ""Lyle O'Donohoe 85362 ACTOR"", 'André Dae Kim 85364 ACTOR', 'Ana Golja 85359 ACTOR', 'Reiya Downs 85371 ACTOR', 'Richard Walters 85357 ACTOR', 'Amanda Arcuri 85370 ACTOR', 'Nikki Gould 85367 ACTOR', 'Jamie Bloch 228452 ACTOR', 'Spencer MacPherson 85365 ACTOR', 'Chelsea Clark 269705 ACTOR', 'Dante Scott 269706 ACTOR', 'Amir Bageria 269708 ACTOR', 'Soma Bhatia 7165 ACTOR', 'Parham Rownaghi 614038 ACTOR']"
351,ts3844,Aquarius,2015,TV-14,43,"['drama', 'thriller', 'crime', 'european']",['US'],2.0,7.0,12279.0,"['David Duchovny 15625 ACTOR', 'Grey Damon 12378 ACTOR', 'Gethin Anthony 32502 ACTOR', 'Emma Dumont 51866 ACTOR', 'Claire Holt 46311 ACTOR', 'Michaela McManus 23658 ACTOR', ""Brían F. O'Byrne 21070 ACTOR"", 'Monique Barajas 357297 ACTOR', 'Milauna Jackson 796150 ACTOR', 'Ambyr Childers 21415 ACTOR', 'Chance Kelly 6006 ACTOR', 'Madisen Beaty 79448 ACTOR', 'Cameron Deane Stewart 9567 ACTOR', 'Whitney Rose Pynn 91400 ACTOR']"
352,ts41913,Frequency,2016,TV-14,18,"['scifi', 'drama', 'fantasy', 'thriller']",['US'],3.0,7.4,13723.0,"['Peyton List 90663 ACTOR', 'Riley Smith 39618 ACTOR', 'Devin Kelley 31966 ACTOR', 'Lenny Jacobson 87912 ACTOR', 'Daniel Bonjour 37373 ACTOR', 'Anthony Ruivivar 55575 ACTOR', 'Mekhi Phifer 995 ACTOR', 'Britt McKillip 435 ACTOR']"
353,ts42119,Greenleaf,2016,TV-MA,42,['drama'],['US'],5.0,7.3,5227.0,"['Lynn Whitfield 28831 ACTOR', 'Keith David 5198 ACTOR', 'Lamman Rucker 102216 ACTOR', 'Merle Dandridge 43943 ACTOR', 'Kim Hawthorne 96208 ACTOR', 'Desiree Ross 174923 ACTOR', 'Lovie Simone 862879 ACTOR', 'Deborah Joy Winans 986237 ACTOR']"
354,ts52830,Gilmore Girls: A Year in the Life,2016,TV-14,92,"['drama', 'comedy']",['US'],1.0,7.6,37577.0,"['Lauren Graham 19704 ACTOR', 'Alexis Bledel 5259 ACTOR', 'Scott Patterson 14219 ACTOR', 'Kelly Bishop 31155 ACTOR']"
355,ts42090,Last Chance U,2016,TV-MA,59,"['documentation', 'sport']",['US'],5.0,8.4,6897.0,"['Ron Ollie 590026 ACTOR', 'John Iii Franklin 590023 ACTOR', 'John Iii Franklin 590024 ACTOR', 'John Iii Franklin 590025 ACTOR']"
356,ts53287,Roman Empire,2016,TV-14,44,"['drama', 'documentation', 'history', 'war']",['US'],3.0,7.0,7742.0,['Sean Bean 2323 ACTOR']
357,ts37660,Reply 1988,2015,TV-14,92,"['comedy', 'drama', 'family', 'romance']",['KR'],1.0,9.2,6718.0,"['Lee Hye-ri 103374 ACTOR', 'Ryu Jun-yeol 140194 ACTOR', 'Park Bo-gum 38441 ACTOR', 'Go Kyung-pyo 38439 ACTOR', 'Lee Dong-hwi 140195 ACTOR', 'Ryu Hye-young 101292 ACTOR', 'Choi Sung-won 122899 ACTOR', 'Ahn Jae-hong 140196 ACTOR', 'Kim Seol 747462 ACTOR', 'Sung Dong-il 103760 ACTOR', 'Lee Il-hwa 91524 ACTOR', 'Kim Sung-kyun 44199 ACTOR', 'Ra Mi-ran 71076 ACTOR', 'Choi Moo-sung 72789 ACTOR', 'Kim Sun-young 255525 ACTOR', 'You Chea-myung 72818 ACTOR', 'Lee Min-ji 103375 ACTOR', 'Lee Se-young 1296454 ACTOR', 'Shin Won-ho 728308 DIRECTOR']"
358,ts38731,Rebellion,2016,TV-14,51,"['war', 'drama', 'history', 'european']","['IE', 'GB']",2.0,7.1,3802.0,"['Charlie Murphy 21573 ACTOR', 'Ruth Bradley 1494 ACTOR', 'Sarah Greene 5391 ACTOR', 'Brian Gleeson 7005 ACTOR', 'Barry Ward 52472 ACTOR', 'Michelle Fairley 596386 ACTOR', 'Ian McElhinney 589124 ACTOR', 'Michael Ford-FitzGerald 25206 ACTOR', 'Paul Reid 111027 ACTOR', 'Perdita Weeks 36101 ACTOR', 'Brian McCardie 31018 ACTOR', 'Lydia McGuinness 110690 ACTOR', 'Andrew Simpson 8094 ACTOR', 'Steve Wall 311684 ACTOR', 'Barry Keoghan 131200 ACTOR', ""Laurence O'Fuarain 595230 ACTOR"", 'Ann Skelly 250966 ACTOR', 'Michael Feast 47144 ACTOR', 'Niamh Cusack 23146 ACTOR', 'Joanne Brennan 756559 ACTOR', 'Sophie Robinson 54103 ACTOR', 'Jason Cullen 848682 ACTOR', 'Jordanne Jones 290715 ACTOR', 'Millie Donnelly 756633 ACTOR', 'Jaelynne Wallace Ruane 756635 ACTOR', 'Gus McDonagh 755440 ACTOR', 'Marcus Lamb 755438 ACTOR', 'Sebastian Thommen 755436 ACTOR', 'Ryan McAllister 595233 ACTOR', 'Jane Herbert 746394 ACTOR', 'Lalor Roddy 118948 ACTOR', 'Jack Shepherd 10806 ACTOR', 'Ruairí Heading 740331 ACTOR', 'Stefan Dunbar 755434 ACTOR', ""Camille O'Sullivan 372695 ACTOR"", 'Barry Barnes 33549 ACTOR', 'John Connors 330524 ACTOR', 'Barry McGovern 43399 ACTOR', 'Paul McCloskey 848683 ACTOR', 'Adrian Hudson 733909 ACTOR', 'Charlie Bonner 352529 ACTOR', 'Mark Lambert 59536 ACTOR', 'Charlie Kelly 595228 ACTOR', 'Eemeli Louhimies 172465 ACTOR', 'Andrei Alén 230885 ACTOR', 'Ian Toner 755504 ACTOR', 'Tom Turner 684389 ACTOR']"
359,ts38809,The Get Down,2016,TV-MA,62,"['drama', 'music']",['US'],2.0,8.2,22462.0,"['Justice Smith 7582 ACTOR', 'Shameik Moore 63115 ACTOR', 'Herizen F. Guardiola 131573 ACTOR', 'Skylan Brooks 60506 ACTOR', 'Jaden Smith 9172 ACTOR', 'Tremaine Brown Jr. 616984 ACTOR', 'Yahya Abdul-Mateen II 131572 ACTOR', 'Jimmy Smits 10719 ACTOR', 'Stefanée Martin 131574 ACTOR', 'Shyrley Rodriguez 620107 ACTOR', 'Mamoudou Athie 131571 ACTOR', 'Giancarlo Esposito 1682 ACTOR']"
360,ts53249,Trollhunters: Tales of Arcadia,2016,TV-Y7,22,"['scifi', 'action', 'fantasy', 'comedy', 'drama', 'animation', 'family']",['US'],3.0,8.4,16779.0,"['Lexi Medrano 610324 ACTOR', 'Charlie Saxton 25818 ACTOR', 'Amy Landecker 9534 ACTOR', 'Kelsey Grammer 2823 ACTOR', 'Fred Tatasciore 6821 ACTOR', 'Yara Shahidi 43832 ACTOR', 'Jonathan Hyde 6905 ACTOR', 'Ron Perlman 7065 ACTOR', 'Tom Hiddleston 2134 ACTOR', 'Laraine Newman 5482 ACTOR', 'James Purefoy 32800 ACTOR', 'Cole Sand 697584 ACTOR', 'Lena Headey 5807 ACTOR', 'Emile Hirsch 6105 ACTOR']"
361,ts42137,Voltron: Legendary Defender,2016,TV-Y7,24,"['action', 'scifi', 'comedy', 'fantasy', 'drama', 'animation', 'family']",['US'],8.0,8.1,8821.0,"['Jeremy Shada 21124 ACTOR', 'Tyler Labine 4480 ACTOR', 'Bex Taylor-Klaus 4316 ACTOR', 'Steven Yeun 12553 ACTOR', 'Rhys Darby 11403 ACTOR', 'Josh Keaton 12170 ACTOR', 'Kimberly Brooks 25159 ACTOR', 'Neil Kaplan 235567 ACTOR', 'Cree Summer 25157 ACTOR']"
362,ts76956,The Letdown,2016,,30,['comedy'],['AU'],2.0,7.4,3369.0,"['Alison Bell 109001 ACTOR', 'Duncan Fellows 795476 ACTOR', 'Sacha Horler 40880 ACTOR', 'Leon Ford 122094 ACTOR', 'Lucy Durack 107121 ACTOR', 'Celeste Barber 795477 ACTOR', 'Leah Vandenberg 439747 ACTOR', 'Xana Tang 359119 ACTOR']"
363,ts38758,Ajin,2016,TV-MA,23,"['action', 'scifi', 'thriller', 'animation', 'horror', 'drama', 'fantasy']",['JP'],2.0,7.6,6199.0,"['Mamoru Miyano 85702 ACTOR', 'Yoshimasa Hosoya 94526 ACTOR', 'Aya Suzaki 94527 ACTOR', 'Daisuke Hirakawa 98423 ACTOR', 'Hiroyuki Kinoshita 94528 ACTOR', 'Hochu Otsuka 88323 ACTOR', 'Jun Fukuyama 395 ACTOR', 'Kenichi Suzumura 12360 ACTOR', 'Mikako Komatsu 97290 ACTOR', 'Takahiro Sakurai 138 ACTOR', 'Toru Sakurai 235441 ACTOR', 'Sho Koneri 1177274 ACTOR', 'Shougo Nakamura 1177273 ACTOR', 'Daigo Fujimaki 1177335 ACTOR', 'Maaya Sakamoto 30771 ACTOR', 'Toru Okawa 330 ACTOR', 'Toshiyuki Morikawa 30768 ACTOR', 'Soma Saito 115686 ACTOR', 'Toshiyuki Morikawa 30768 ACTOR', 'Atsuyoshi Miyazaki 1148999 ACTOR', 'Hiroyuki Yoshino 85709 ACTOR', 'Itaru Yamamoto 1065252 ACTOR', 'Maaya Sakamoto 30771 ACTOR', 'Masashi Nogawa 873675 ACTOR', 'Hiroyuki Seshita 157200 DIRECTOR']"
364,ts35987,Transformers: Robots In Disguise,2015,TV-Y7,21,"['comedy', 'scifi', 'animation', 'action']",['US'],5.0,6.0,1066.0,"['Will Friedle 35806 ACTOR', 'Darren Criss 46987 ACTOR', 'Constance Zimmer 26472 ACTOR', 'Khary Payton 18053 ACTOR', 'Mitchell Whitfield 26060 ACTOR']"
365,ts38770,Lady Dynamite,2016,TV-MA,30,"['drama', 'comedy']",['US'],2.0,7.3,3693.0,"['Maria Bamford 19658 ACTOR', 'Ana Gasteyer 33101 ACTOR', 'Dean Cain 26691 ACTOR', 'Sarah Silverman 17538 ACTOR', 'Jenny Slate 1942 ACTOR', 'Mira Sorvino 12487 ACTOR']"
366,ts42257,Signal,2016,TV-MA,71,"['crime', 'thriller', 'drama', 'fantasy', 'scifi']",['KR'],2.0,8.5,6659.0,"['Lee Je-hoon 62450 ACTOR', 'Kim Hye-soo 60401 ACTOR', 'Cho Jin-woong 38443 ACTOR', 'Jang Hyun-sung 6323 ACTOR', 'Jung Hae-kyun 75459 ACTOR', 'Kim Won-hae 183113 ACTOR', 'Jung Han-bi 847052 ACTOR', 'Lee Yoo-jun 130252 ACTOR', 'Kim Min-gue 157872 ACTOR', 'Son Hyun-joo 182413 ACTOR', 'Lee Si-a 835436 ACTOR', 'Kim Ki-chun 395277 ACTOR', 'Lee Sang-yeob 101835 ACTOR', 'Seo Eun-ah 276367 ACTOR', 'Lee Dong-ha 931313 ACTOR', 'Kang Chan-hee 909480 ACTOR', 'Im Hwa-young 100113 ACTOR', 'Choi Woo-ri 725011 ACTOR', 'Park Si-eun 928593 ACTOR', 'Kim Won-seok 688104 DIRECTOR']"
367,ts52829,Paranoid,2016,,44,"['thriller', 'crime', 'drama', 'european']",['GB'],1.0,6.6,8585.0,"['Indira Varma 4576 ACTOR', 'Robert Glenister 84690 ACTOR', 'Neil Stuke 65656 ACTOR', 'Christiane Paul 26261 ACTOR', 'Lesley Sharp 51646 ACTOR']"
368,ts42022,El marginal,2016,TV-MA,54,"['drama', 'crime', 'thriller', 'action']",['AR'],5.0,8.1,4047.0,"['Martina Gusman 202311 ACTOR', 'Claudio Rissi 246316 ACTOR', 'Nicolás Furtado 246318 ACTOR', 'Gerardo Romano 243462 ACTOR', 'Carlos Portaluppi 135338 ACTOR', 'Jorge Lorenzo 949154 ACTOR', 'Maite Lanata 246319 ACTOR']"
369,ts37944,A Very Secret Service,2015,TV-MA,27,"['comedy', 'european']",['FR'],2.0,7.7,3574.0,"['Baptiste Sornin 34799 ACTOR', 'Wilfred Benaïche 55920 ACTOR', 'Karim Barras 121087 ACTOR', 'Bruno Paviot 121089 ACTOR', 'Jean-Édouard Bodziak 61158 ACTOR', 'Mathilde Warnier 121090 ACTOR', 'Marie-Julie Baup 590583 ACTOR', 'Antoine Gouy 121092 ACTOR', 'Axelle Simon 777412 ACTOR', 'Jochen Hägele 23423 ACTOR', 'Hugo Becker 2667 ACTOR', 'Christophe Kourotchkine 121088 ACTOR', 'Alexandre Courtes 97098 DIRECTOR']"
370,ts38568,Flaked,2016,TV-MA,33,"['comedy', 'drama', 'romance']",['US'],2.0,7.2,11474.0,"['Will Arnett 4880 ACTOR', 'David Sullivan 79133 ACTOR', 'Ruth Kearney 92862 ACTOR', 'George Basil 92863 ACTOR']"
