,Unnamed: 0,id,title,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score
1945,1945,ts302056,Titletown High,2021,TV-14,34,"['reality', 'sport']",['US'],1.0,5.5
1946,1946,ts287838,Mad for Each Other,2021,,35,"['comedy', 'drama', 'romance']",['KR'],1.0,7.9
1947,1947,ts273318,Country Comfort,2021,TV-PG,24,"['drama', 'family', 'music', 'action', 'comedy']",['US'],1.0,6.8
1948,1948,ts318024,Sea Power,2021,TV-14,48,"['documentation', 'war']",['US'],1.0,7.7
1949,1949,ts331449,Hei$t: The Great Robbery of Brazil's Central Bank,2022,TV-14,61,"['documentation', 'crime']",['BR'],1.0,6.4
1950,1950,ts283639,Decoupled,2021,TV-MA,31,"['comedy', 'drama']",['IN'],1.0,8.0
1951,1951,ts296091,Elite Short Stories: Nadia Guzmán,2021,TV-MA,11,"['drama', 'romance']",['ES'],1.0,6.2
1952,1952,ts271720,Pui Pui Molcar,2021,TV-Y7,2,"['animation', 'comedy', 'family']",['JP'],1.0,8.1
1953,1953,ts289364,Cat People,2021,TV-14,32,['documentation'],['US'],1.0,6.3
1954,1954,ts293814,Sparking Joy with Marie Kondo,2021,TV-PG,42,"['drama', 'history', 'reality']",[],1.0,6.3
1955,1955,ts292446,Taarak Mehta Kka Chhota Chashmah,2021,TV-Y,22,"['animation', 'comedy']",['IN'],1.0,6.6
1956,1956,ts315549,Elite Short Stories: Samuel Omar,2021,,12,"['comedy', 'drama']",['ES'],1.0,6.1
1957,1957,ts288997,Human: The World Within,2021,TV-PG,53,['documentation'],['US'],1.0,6.8
1958,1958,ts282133,City of Ghosts,2021,TV-Y7,19,"['animation', 'drama']",['FR'],1.0,6.1
1959,1959,ts289261,Transformers: BotBots,2022,TV-Y,25,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",['US'],1.0,6.9
1960,1960,ts287045,Fatma,2021,TV-MA,42,"['drama', 'thriller', 'crime']",['TR'],1.0,7.4
1961,1961,ts258321,"Ada Twist, Scientist",2021,,28,"['family', 'music', 'animation', 'comedy']",['US'],2.0,6.8
1962,1962,ts342479,Super PupZ,2022,TV-Y7,29,"['comedy', 'family', 'fantasy', 'scifi']",['CA'],1.0,6.6
1963,1963,ts300274,Cooking With Paris,2021,TV-MA,23,['reality'],['US'],1.0,5.2
1964,1964,ts271726,Go Dog Go,2021,TV-Y,24,"['animation', 'family']",['US'],2.0,7.0
1965,1965,ts257817,Call My Agent Bollywood,2021,TV-MA,48,"['comedy', 'drama']",['IN'],1.0,6.9
1966,1966,ts310628,MaveriX,2022,TV-G,23,"['drama', 'family', 'sport', 'action']",['AU'],1.0,5.8
1967,1967,ts300456,My Unorthodox Life,2021,TV-MA,40,['reality'],['US'],1.0,5.5
1968,1968,ts302714,The Kingdom,2021,TV-MA,45,"['crime', 'drama']",['AR'],1.0,6.5
1969,1969,ts288545,We the People,2021,TV-Y7,5,"['animation', 'comedy', 'family', 'music']",['US'],1.0,3.6
1970,1970,ts299485,A Tale Dark & Grimm,2021,TV-Y7,30,"['animation', 'action', 'comedy', 'family', 'fantasy']","['ES', 'US']",1.0,7.3
1971,1971,ts319464,Storybots Laugh Learn Sing,2021,,0,"['family', 'animation']",[],1.0,
1972,1972,ts301609,Love Is Blind: Brazil,2021,TV-MA,56,"['reality', 'romance']",['BR'],1.0,6.1
1973,1973,ts297065,Tattoo Redo,2021,TV-MA,28,['reality'],['US'],1.0,5.9
1974,1974,ts285724,2020,2021,TV-14,45,"['drama', 'crime', 'thriller']",['LB'],2.0,7.9
1975,1975,ts288065,Naomi Osaka,2021,TV-14,37,"['documentation', 'sport']",['US'],1.0,6.2
1976,1976,ts272515,Dealer,2021,TV-MA,41,"['action', 'drama', 'thriller', 'crime']",['FR'],1.0,6.1
1977,1977,ts343404,Mai: A Mother's Rage,2022,TV-MA,48,"['drama', 'thriller', 'crime']",['IN'],1.0,
1978,1978,ts257345,Wild Abandon,2022,TV-MA,51,"['drama', 'comedy']",['TR'],1.0,7.1
1979,1979,ts291150,Soil,2021,TV-MA,48,"['comedy', 'drama']",['BE'],1.0,7.1
1980,1980,ts320183,Single’s Inferno,2021,TV-PG,61,['reality'],['KR'],2.0,7.1
1981,1981,ts315144,The Creature Cases,2022,TV-Y,29,"['animation', 'comedy', 'family', 'action']",['US'],1.0,8.5
1982,1982,ts309235,Christmas Flow,2021,TV-MA,50,"['romance', 'comedy', 'music']",['FR'],1.0,5.7
1983,1983,ts90023,AlRawabi School for Girls,2021,TV-14,48,['drama'],['JO'],2.0,7.3
1984,1984,ts346034,Blood Sisters,2022,TV-MA,57,"['drama', 'crime', 'thriller']","['US', 'NG']",1.0,5.0
1985,1985,ts226392,Sexify,2021,TV-MA,44,"['comedy', 'drama']",['PL'],1.0,6.5
1986,1986,ts287941,Racket Boys,2021,TV-14,71,"['family', 'drama', 'comedy', 'sport']",['KR'],1.0,4.0
1987,1987,ts320407,The Future Diary,2021,TV-PG,34,"['reality', 'romance']",['JP'],2.0,6.8
1988,1988,ts288540,Ray,2021,TV-MA,59,"['drama', 'thriller', 'crime']",['IN'],1.0,7.1
1989,1989,ts356275,Johnny Test,2021,TV-Y,14,"['comedy', 'animation', 'family', 'scifi', 'action']",['US'],2.0,6.4
1990,1990,ts311887,New World,2021,,69,['reality'],['KR'],1.0,
1991,1991,ts273461,Word of Honor,2021,TV-14,43,"['action', 'scifi', 'thriller', 'drama']",['CN'],1.0,
1992,1992,ts235563,Daughter from Another Mother,2021,TV-MA,38,"['romance', 'comedy', 'drama', 'fantasy']",['MX'],2.0,7.2
1993,1993,ts288472,You Are My Spring,2021,,69,"['drama', 'romance', 'thriller', 'fantasy']",['KR'],1.0,7.4
1994,1994,ts292662,Johnny Hallyday: Beyond Rock,2022,TV-14,35,"['documentation', 'music']",['US'],1.0,7.1
1995,1995,ts330012,Eternally Confused and Eager for Love,2022,TV-MA,23,"['comedy', 'romance']",['IN'],1.0,6.7
1996,1996,ts282155,Zero,2021,TV-MA,24,"['scifi', 'action', 'comedy', 'drama', 'fantasy']",['IT'],1.0,5.6
1997,1997,ts188861,Battle Kitty,2022,TV-Y7,33,"['animation', 'fantasy', 'scifi', 'action', 'comedy', 'family']",['US'],1.0,6.3
1998,1998,ts279953,Law School,2021,,65,"['crime', 'drama', 'thriller']",['KR'],1.0,8.0
1999,1999,ts316965,Ridley Jones,2021,TV-Y,28,"['animation', 'comedy', 'family', 'fantasy']",['US'],3.0,4.6
2000,2000,ts270807,"Hello, Me!",2021,,62,"['comedy', 'drama', 'scifi', 'fantasy', 'romance']",['KR'],1.0,7.2
2001,2001,ts302058,Everything Will Be Fine,2021,TV-MA,29,"['comedy', 'drama']",['MX'],1.0,6.2
2002,2002,ts321437,Fishbowl Wives,2022,TV-MA,43,"['drama', 'romance']",['JP'],1.0,6.1
2003,2003,ts345779,Barbie: It Takes Two,2022,TV-G,21,"['comedy', 'family', 'animation']",['US'],1.0,6.3
2004,2004,ts282214,Let's Fight Ghost,2021,TV-14,65,"['drama', 'thriller', 'action', 'fantasy', 'horror', 'romance']",['TH'],1.0,6.7
2005,2005,ts329711,"Love, Life & Everything in Between",2022,TV-14,27,"['comedy', 'drama', 'romance']","['MA', 'SA', 'TN', 'EG', 'LB']",1.0,5.6
2006,2006,ts14520,Action Pack,2022,TV-Y,28,"['family', 'action', 'animation', 'fantasy', 'scifi', 'comedy']",['US'],2.0,6.3
2007,2007,ts326029,Savage Rhythm,2022,TV-MA,38,"['drama', 'music']",['CO'],1.0,6.3
2008,2008,ts330132,800 Meters,2022,TV-MA,53,"['documentation', 'crime']",['ES'],1.0,6.9
2009,2009,ts297763,Myth and Mogul: John DeLorean,2021,TV-14,44,"['documentation', 'crime']",['US'],1.0,6.8
2010,2010,ts61384,My Love: Six Stories of True Love,2021,TV-PG,70,"['reality', 'romance', 'documentation']",['US'],1.0,7.5
2011,2011,ts321084,Framed! A Sicilian Murder Mystery,2022,TV-MA,31,"['comedy', 'crime']",['IT'],1.0,6.8
2012,2012,ts297031,Transformers: War for Cybertron: Kingdom,2021,TV-Y7,25,"['action', 'scifi']",['US'],1.0,
2013,2013,ts272092,Canine Intervention,2021,TV-14,36,"['documentation', 'reality']",['US'],1.0,6.5
2014,2014,ts287741,"Fresh, Fried & Crispy",2021,TV-PG,25,"['documentation', 'reality']",['US'],1.0,6.2
2015,2015,ts288832,I Heart Arlo,2021,TV-Y7,15,"['animation', 'comedy', 'family']",['US'],1.0,6.9
2016,2016,ts301964,Revelations: The Masters of the Universe: Revelation Aftershow,2021,TV-PG,25,"['action', 'animation']",['US'],1.0,
2017,2017,ts296201,Elize Matsunaga: Once Upon a Crime,2021,TV-MA,49,"['crime', 'documentation']",['BR'],1.0,5.9
2018,2018,ts297058,The Snitch Cartel: Origins,2021,TV-MA,47,"['crime', 'drama']",['CO'],1.0,5.6
2019,2019,ts282840,Worn Stories,2021,TV-MA,30,['documentation'],['US'],1.0,6.7
2020,2020,ts268220,The Houseboat,2021,,36,['documentation'],['DE'],1.0,
2021,2021,ts306135,"Vendetta: Truth, Lies and The Mafia",2021,TV-MA,0,"['documentation', 'crime', 'thriller']",[],1.0,6.7
2022,2022,ts268103,Reflection of You,2021,,72,['drama'],['KR'],1.0,
2023,2023,ts352881,DI4RI,2022,,28,['family'],['IT'],1.0,7.3
2024,2024,ts328617,Too Hot to Handle: Brazil,2021,TV-MA,56,"['reality', 'romance']",['BR'],1.0,5.4
2025,2025,ts72196,Swap Shop,2021,TV-14,30,['reality'],['US'],2.0,6.6
2026,2026,ts307981,Scaredy Cats,2021,TV-G,29,"['scifi', 'family', 'fantasy', 'comedy']",['US'],1.0,6.2
2027,2027,ts188367,Bombay Begums,2021,TV-MA,49,['drama'],['IN'],1.0,5.2
2028,2028,ts331654,Pedal to Metal,2022,TV-MA,0,"['drama', 'action', 'thriller', 'crime']",['MX'],1.0,7.7
2029,2029,ts283614,Haunted: Latin America,2021,TV-14,34,"['horror', 'reality']",['MX'],1.0,5.3
2030,2030,ts319460,Russell Howard: Lubricant,2021,,63,['comedy'],['GB'],1.0,7.1
2031,2031,ts287853,Coyotes,2021,,45,['drama'],"['BE', 'LU']",1.0,5.2
2032,2032,ts288064,Somos.,2021,TV-MA,52,"['drama', 'crime', 'history']",['MX'],1.0,7.1
2033,2033,ts305890,Too Hot to Handle: Latino,2021,TV-14,36,"['reality', 'romance']",['MX'],1.0,5.4
2034,2034,ts304690,Remember You,2021,TV-MA,67,"['action', 'drama', 'crime', 'romance']",['TH'],1.0,7.5
2035,2035,ts229537,The New Adventures of Oggy,2021,TV-Y,22,"['comedy', 'family', 'action', 'animation']",['US'],1.0,6.6
2036,2036,ts267062,Jiva!,2021,TV-MA,41,['drama'],['ZA'],1.0,5.5
2037,2037,ts254956,So Not Worth It,2021,,32,"['drama', 'comedy']",['KR'],1.0,
2038,2038,ts305732,Metal Shop Masters,2021,TV-MA,33,['reality'],['US'],1.0,5.7
2039,2039,ts313902,Your Life is a Joke,2021,TV-MA,37,"['comedy', 'documentation']",['DE'],1.0,5.4
2040,2040,ts302653,Light the Night,2021,TV-MA,59,"['drama', 'crime', 'thriller']",['TW'],3.0,7.4
2041,2041,ts326955,The Fame Game,2022,,44,['drama'],['IN'],1.0,
2042,2042,ts306188,Motel Makeover,2021,,30,['reality'],['CA'],1.0,4.9
2043,2043,ts308516,"Young, Famous & African",2022,TV-MA,43,['reality'],['ZA'],1.0,4.4
2044,2044,ts329882,Secrets of Summer,2022,TV-Y,30,"['drama', 'family', 'music']",['ES'],1.0,5.9
2045,2045,ts317064,Where Is Marta?,2021,,63,"['crime', 'documentation']",['ES'],1.0,6.8
2046,2046,ts232506,50M2,2021,TV-MA,49,"['comedy', 'drama', 'thriller', 'crime']",['TR'],1.0,6.9
2047,2047,ts330289,Smother-In-Law,2022,TV-MA,25,['comedy'],['BR'],1.0,4.2
2048,2048,ts311958,The Hungry and the Hairy,2021,TV-14,63,['reality'],['KR'],1.0,7.5
2049,2049,ts302570,John of God: The Crimes of a Spiritual Healer,2021,TV-MA,50,"['crime', 'documentation']",['BR'],1.0,6.5
2050,2050,ts285854,Till Death,2021,TV-MA,53,['drama'],['LB'],2.0,
2051,2051,ts343426,Senzo: Murder of a Soccer Star,2022,TV-MA,42,"['crime', 'sport', 'documentation']","['ZA', 'US']",1.0,5.2
2052,2052,ts310331,Twenty Somethings: Austin,2021,TV-MA,32,['reality'],['US'],1.0,5.9
2053,2053,ts293346,Race: Bubba Wallace,2022,TV-MA,47,"['documentation', 'sport']",['US'],1.0,5.9
2054,2054,ts285422,Newton's Cradle,2021,TV-14,41,"['drama', 'thriller']",['EG'],1.0,8.0
2055,2055,ts304709,Bake Squad,2021,TV-PG,35,"['family', 'reality']",['US'],1.0,6.9
2056,2056,ts272669,Waffles + Mochi,2021,TV-Y,28,['family'],['US'],1.0,7.3
2057,2057,ts273275,Marriage or Mortgage,2021,TV-G,40,['reality'],['US'],1.0,5.1
2058,2058,ts286218,The Rational Life,2021,,45,"['drama', 'romance']",['CN'],1.0,8.1
2059,2059,ts289757,Crime Stories: India Detectives,2021,TV-MA,47,"['documentation', 'crime']",['IN'],1.0,7.1
2060,2060,ts273245,Dad Stop Embarrassing Me!,2021,TV-14,26,"['comedy', 'family']",['US'],1.0,4.1
2061,2061,ts314962,Stories of a Generation - with Pope Francis,2021,TV-14,46,['documentation'],['IT'],1.0,7.4
2062,2062,ts357345,Street Food: USA,2022,TV-MA,32,['documentation'],['US'],1.0,
2063,2063,ts297132,Brave Animated Series,2021,TV-MA,26,"['action', 'animation']",['TW'],1.0,7.0
2064,2064,ts330422,Team Zenko Go,2022,TV-Y,20,"['action', 'animation', 'family']",['US'],1.0,7.8
2065,2065,ts296581,The Mystic River,2021,TV-14,40,['horror'],['US'],1.0,5.8
2066,2066,ts322267,The Big Shot Game Show,2022,,49,['reality'],['BR'],1.0,6.2
2067,2067,ts272422,Buried by the Bernards,2021,TV-14,25,['reality'],['US'],1.0,7.2
2068,2068,ts308053,Jailbirds New Orleans,2021,TV-MA,41,"['documentation', 'reality']",['US'],1.0,6.6
2069,2069,ts316882,Reasonable Doubt: A Tale of Two Kidnappings,2021,TV-MA,47,"['crime', 'documentation']",['MX'],1.0,7.6
2070,2070,ts296698,Glimpses of a Future,2021,TV-PG,4,[],[],1.0,
2071,2071,ts241296,Finding Ola,2022,TV-14,53,"['comedy', 'drama']",[],1.0,7.5
2072,2072,ts286386,The Big Day,2021,TV-MA,43,"['reality', 'romance']",['US'],2.0,4.7
2073,2073,ts319303,He's Expecting,2022,TV-PG,26,"['drama', 'comedy', 'romance', 'fantasy']",['JP'],1.0,2.0
2074,2074,ts314963,The Fastest,2021,TV-PG,35,['reality'],[],1.0,5.6
2075,2075,ts285470,Pet Stars,2021,TV-PG,27,"['reality', 'family']",['US'],1.0,4.9
2076,2076,ts282876,"Nevenka, Breaking The Silence",2021,TV-14,38,"['documentation', 'crime']",['ES'],1.0,6.9
2077,2077,ts288544,Creator's File: GOLD,2021,,25,"['drama', 'comedy']",['JP'],1.0,6.6
2078,2078,ts285106,Under Suspicion: Uncovering the Wesphael Case,2021,TV-14,36,"['crime', 'documentation']",[],1.0,6.3
2079,2079,ts322506,Word Party Presents: Math!,2021,,0,"['family', 'animation']",['US'],1.0,6.9
2080,2080,ts285874,Magic for Humans Spain,2021,TV-MA,23,"['reality', 'comedy']",['ES'],1.0,6.0
2081,2081,ts307816,냉면 랩소디,2021,TV-PG,49,['documentation'],['KR'],1.0,7.5
2082,2082,ts305254,The Ingenuity of the Househusband,2021,,5,['comedy'],[],1.0,6.7
2083,2083,ts289982,Bangkok Breaking,2021,TV-MA,60,"['thriller', 'action', 'crime', 'drama']",['TH'],1.0,5.8
2084,2084,ts297061,Masameer County,2021,TV-MA,21,[],['SA'],1.0,
2085,2085,ts317709,Kayko and Kokosh,2021,TV-PG,15,"['animation', 'comedy', 'fantasy', 'action']",['PL'],2.0,6.3
2086,2086,ts269300,Paik's Spirit,2021,,56,[],['KR'],1.0,
2087,2087,ts283284,Navarasa,2021,TV-MA,34,['drama'],['IN'],1.0,5.8
2088,2088,ts274575,How to Be A Cowboy,2021,TV-PG,25,['reality'],['US'],1.0,6.9
2089,2089,ts284885,Abla Fahita: Drama Queen,2021,TV-14,25,"['drama', 'comedy', 'crime']",['EG'],1.0,6.5
2090,2090,ts341760,Byron Baes,2022,TV-MA,39,['reality'],['AU'],1.0,2.6
2091,2091,ts317423,Love Never Lies,2021,,49,['reality'],['ES'],1.0,5.6
2092,2092,ts346656,African Knock Out Show,2022,TV-14,32,[],['US'],1.0,
2093,2093,ts297729,Quarantine Tales,2021,TV-MA,19,[],['ID'],1.0,
2094,2094,ts285471,The Wedding Coach,2021,TV-MA,33,"['comedy', 'reality']",['US'],1.0,5.0
2095,2095,ts325991,Only Jokes Allowed,2022,TV-MA,16,['comedy'],['ZA'],1.0,4.9
2096,2096,ts287804,Mad Crazy Colombian Comedians,2021,,33,[],['CO'],1.0,
2097,2097,ts270616,We Are: The Brooklyn Saints,2021,TV-14,47,"['documentation', 'sport']",['US'],1.0,6.5
2098,2098,ts302434,Plastic Cup Boyz: Laughing My Mask Off!,2021,,33,[],[],1.0,
2099,2099,ts287729,Alma Matters: Inside the IIT Dream,2021,TV-MA,49,"['documentation', 'drama']",['IN'],1.0,8.3
2100,2100,ts287687,Lava Ka Dhaava,2021,,30,['reality'],['IO'],1.0,6.1
2101,2101,ts319608,The Family That Sings Together: The Camargos,2021,,39,"['documentation', 'music', 'reality']",['BR'],1.0,5.3
2102,2102,ts288861,Let's Eat,2021,TV-14,60,"['drama', 'comedy']",['TH'],1.0,8.2
2103,2103,ts273317,Pitta Kathalu,2021,TV-MA,37,"['drama', 'romance']",['IN'],1.0,5.1
2104,2104,ts307884,HQ Barbers,2021,TV-14,24,['comedy'],['NG'],1.0,
2105,2105,ts271048,Mighty Little Bheem: Kite Festival,2021,,7,"['family', 'animation', 'comedy']",[],1.0,7.8
2106,0,tm84618,Taxi Driver,1976,R,114,,['US'],,8.2
2107,1,tm154986,Deliverance,1972,R,109,,['US'],,7.7
2108,2,tm127384,Monty Python and the Holy Grail,1975,PG,91,,['GB'],,8.2
2109,3,tm120801,The Dirty Dozen,1967,,150,,"['GB', 'US']",,7.7
2110,4,tm70993,Life of Brian,1979,R,94,,['GB'],,8.0
2111,5,tm14873,Dirty Harry,1971,R,102,,['US'],,7.7
2112,6,tm119281,Bonnie and Clyde,1967,R,110,,['US'],,7.7
2113,7,tm98978,The Blue Lagoon,1980,R,104,,['US'],,5.8
2114,8,tm44204,The Guns of Navarone,1961,,158,,"['GB', 'US']",,7.5
2115,9,tm67378,The Professionals,1966,PG-13,117,,['US'],,7.3
2116,10,tm69997,Richard Pryor: Live in Concert,1979,R,78,,['US'],,8.1
2117,11,tm16479,White Christmas,1954,,115,,['US'],,7.5
2118,12,tm135083,Cairo Station,1958,,77,,['EG'],,7.5
2119,13,tm89386,Hitler: A Career,1977,PG,150,,['DE'],,7.5
2120,14,tm156453,FTA,1972,R,97,,['US'],,6.2
2121,15,tm14350,Alexandria… Why?,1979,,133,,['EG'],,7.2
2122,16,tm81728,The Land,1969,,129,,['EG'],,8.1
2123,17,tm94651,Dostana,1980,,161,,['IN'],,2.1
2124,18,tm27298,Saladin the Victorious,1963,,186,,['EG'],,7.6
2125,19,tm100027,Alibaba Aur 40 Chor,1979,,146,,"['SU', 'IN']",,6.2
2126,20,tm19608,The Blazing Sun,1954,,100,,['EG'],,7.4
2127,21,tm204541,Dark Waters,1956,,120,,['EG'],,6.7
2128,22,tm259855,We Are All for the Fatherland,1979,,74,,"['LB', 'CA', 'FR']",,6.1
2129,23,tm356209,Singapore,1960,,158,,['IN'],,6.4
2130,24,tm200475,"Beirut, Oh Beirut",1975,,110,,['LB'],,6.4
2131,25,tm90896,The Return of the Prodigal Son,1976,,124,,"['DZ', 'EG']",,7.2
2132,26,tm336403,Khoon Khoon,1973,,131,,['IN'],,5.1
2133,27,tm107372,Manoranjan,1974,,162,,['IN'],,6.5
2134,28,tm358653,Ujala,1959,,142,,['IN'],,6.6
2135,29,tm259684,Whispers,1980,,93,,"['CA', 'FR', 'LB']",,7.8
2136,30,tm403346,Chadi Jawani Budhe Nu,1976,,135,,['IN'],,4.6
2137,31,tm16812,Bandie,1978,,141,,['IN'],,4.4
2138,32,tm155787,GoodFellas,1990,R,145,,['US'],,8.7
2139,33,tm22327,Full Metal Jacket,1987,R,117,,"['US', 'GB']",,8.3
2140,34,tm180542,Once Upon a Time in America,1984,R,139,,"['US', 'IT']",,8.3
2141,35,tm138875,When Harry Met Sally...,1989,R,96,,['US'],,7.7
2142,36,tm2386,A Nightmare on Elm Street,1984,R,91,,"['GB', 'US']",,7.4
2143,37,tm133087,Steel Magnolias,1989,PG,119,,['US'],,7.3
2144,38,tm177480,Police Academy,1984,R,97,,['US'],,6.7
2145,39,tm54450,Christine,1983,R,110,,['US'],,6.7
2146,40,tm145608,Awakenings,1990,PG-13,120,,['US'],,7.8
2147,41,tm147710,National Lampoon's Christmas Vacation,1989,PG-13,97,,['US'],,7.5
2148,42,tm142895,Lean On Me,1989,PG-13,105,,['US'],,7.4
2149,43,tm20712,Eddie Murphy Raw,1987,R,90,,['US'],,7.6
2150,44,tm117580,She's Gotta Have It,1986,R,84,,['US'],,6.7
2151,45,tm130586,Endless Love,1981,R,116,,['US'],,4.9
2152,46,tm721687,Vaashi,1983,,123,,['IN'],,6.7
2153,47,tm40103,Mobile Suit Gundam: Char's Counterattack,1988,,119,,['JP'],,7.3
2154,48,tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,1981,,133,,['JP'],,7.2
2155,49,tm21953,Sam Kinison: Breaking the Rules,1987,R,50,,['US'],,7.2
2156,50,tm126769,Waiting for the Hearse,1985,,87,,['AR'],,8.0
2157,51,tm152839,Tim Allen: Men Are Pigs,1990,,30,,['US'],,6.1
2158,52,tm49037,Mobile Suit Gundam III: Encounters in Space,1982,,144,,['JP'],,7.6
2159,53,tm62924,Monty Python Live at the Hollywood Bowl,1982,R,81,,['GB'],,7.9
2160,54,tm52815,Disco Dancer,1982,,106,,['IN'],,6.4
2161,55,tm159912,Agneepath,1990,,174,,['IN'],,7.6
2162,56,tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,1989,,72,,['GB'],,8.1
2163,57,tm38736,Too Young The Hero,1988,,100,,['US'],,6.7
2164,58,tm51083,A Stoning in Fulham County,1988,,120,,['US'],,5.9
2165,59,tm137013,The Ryan White Story,1989,,102,,['US'],,7.2
2166,60,tm157603,Dil,1990,,172,,['IN'],,6.6
2167,61,tm258072,Adam: His Song Continues,1986,,100,,['US'],,7.0
2168,62,tm114356,The George McKenna Story,1988,,100,,['US'],,6.0
2169,63,tm157853,In Defense of a Married Man,1990,,94,,['US'],,5.6
2170,64,tm132164,Bill Hicks: Sane Man,1989,R,80,,['US'],,
2171,65,tm446654,Mujrim,1989,,162,,['IN'],,5.4
2172,66,tm348735,Aakhri Adaalat,1988,,148,,['IN'],,5.1
2173,67,tm151332,"Alexandria, Again and Forever",1989,,105,,"['FR', 'EG']",,6.5
2174,68,tm342996,Duniya,1984,,170,,['IN'],,6.3
2175,69,tm24110,Strange Voices,1987,,100,,['US'],,6.3
2176,70,tm371359,Jaal,1986,,159,,['IN'],,5.2
2177,71,tm55091,Quiet Victory: The Charlie Wedemeyer Story,1988,,100,,['US'],,7.2
2178,72,tm311264,Muqaddar Ka Faisla,1987,,172,,['IN'],,4.8
2179,73,tm411457,Pyar Ke Do Pal,1986,,125,,['IN'],,6.1
2180,74,tm172482,Sohni Mahiwal,1984,,160,,['IN'],,6.1
2181,75,tm419052,Ek Jaan Hain Hum,1983,,151,,['IN'],,6.3
2182,76,tm47673,An Egyptian Story,1982,,129,,['EG'],,7.3
2183,77,tm52274,The Little Wars,1982,,108,,"['FR', 'LB']",,6.3
2184,78,tm147829,Unspeakable Acts,1990,,100,,['US'],,6.1
2185,79,tm107744,Mission: Impossible,1996,PG-13,110,,['US'],,7.1
2186,80,tm15897,Se7en,1995,R,127,,['US'],,8.6
2187,81,tm191013,Boogie Nights,1997,R,156,,['US'],,7.9
2188,82,tm122434,Forrest Gump,1994,PG-13,142,,['US'],,8.8
2189,83,tm25947,Snatch,2000,R,103,,"['US', 'GB']",,8.3
2190,84,tm43808,The Talented Mr. Ripley,1999,R,139,,['US'],,7.4
2191,85,tm191110,Titanic,1997,PG-13,194,,['US'],,7.9
2192,86,tm192037,Starship Troopers,1997,R,129,,['US'],,7.3
2193,87,tm27395,Mission: Impossible II,2000,PG-13,123,,['US'],,6.1
2194,88,tm113513,Dumb and Dumber,1994,PG-13,107,,['US'],,7.3
2195,89,tm192405,Gattaca,1997,PG-13,106,,['US'],,7.8
2196,90,tm116655,Léon: The Professional,1994,R,111,,"['US', 'FR']",,8.5
2197,91,tm116488,Natural Born Killers,1994,R,118,,['US'],,7.3
2198,92,tm11556,The Quick and the Dead,1995,R,107,,"['JP', 'US']",,6.5
2199,93,tm56574,You've Got Mail,1998,PG,119,,['US'],,6.7
2200,94,tm53991,Big Daddy,1999,PG-13,93,,['US'],,6.4
2201,95,tm49178,Vampires,1998,R,104,,['US'],,6.1
2202,96,tm191989,Donnie Brasco,1997,R,127,,['US'],,7.7
2203,97,tm121879,A River Runs Through It,1992,PG,123,,['US'],,7.2
2204,98,tm44402,"Girl, Interrupted",1999,R,127,,"['DE', 'US']",,7.3
2205,99,tm187187,Last Action Hero,1993,PG-13,131,,['US'],,6.4
2206,100,tm6859,My Girl,1991,PG,103,,['US'],,6.9
2207,101,tm118238,Wyatt Earp,1994,PG-13,191,,['US'],,6.7
2208,102,tm111163,Eraser,1996,R,115,,"['US', 'CA']",,6.1
2209,103,tm190835,Neon Genesis Evangelion: The End of Evangelion,1997,,87,,['JP'],,8.0
2210,104,tm192769,Vegas Vacation,1997,PG,94,,['US'],,5.9
2211,105,tm187791,In the Line of Fire,1993,R,128,,['US'],,7.2
2212,106,tm113576,Little Women,1994,PG,115,,['US'],,7.3
2213,107,tm65686,U.S. Marshals,1998,PG-13,131,,['US'],,6.5
2214,108,tm191387,Anaconda,1997,PG-13,89,,"['PE', 'US', 'BR']",,4.8
2215,109,tm19494,The Replacements,2000,PG-13,118,,['US'],,6.6
2216,110,tm191772,Seven Years in Tibet,1997,PG-13,136,,['US'],,7.1
2217,111,tm12499,The Net,1995,PG-13,114,,['US'],,5.9
2218,112,tm186589,Cliffhanger,1993,R,112,,"['IT', 'US', 'FR']",,6.5
2219,113,tm189764,Menace II Society,1993,R,97,,['US'],,7.5
2220,114,tm10739,Johnny Mnemonic,1995,R,97,,"['CA', 'US']",,5.6
2221,115,tm1822,3 Ninjas Kick Back,1994,PG,93,,"['JP', 'US']",,4.5
2222,116,tm55369,Edge of Seventeen,1998,R,104,,['US'],,6.8
2223,117,tm192431,The Devil's Own,1997,R,107,,['US'],,6.2
2224,118,tm192199,Spawn,1997,PG-13,96,,['US'],,5.2
2225,119,tm56033,Croupier,1998,R,94,,"['IE', 'GB', 'DE', 'FR']",,7.0
2226,120,tm117488,The Next Karate Kid,1994,PG,107,,['US'],,4.5
2227,121,tm190811,Geronimo: An American Legend,1993,PG-13,115,,['US'],,6.5
2228,122,tm191431,Double Team,1997,R,93,,"['HK', 'US']",,4.8
2229,123,tm10811,Heavy,1995,R,105,,['US'],,6.8
2230,124,tm49839,The Players Club,1998,R,104,,['US'],,5.9
2231,125,tm67635,Kuch Kuch Hota Hai,1998,G,185,,['IN'],,7.6
2232,126,tm320211,Children of God,1994,,63,,['GB'],,6.3
2233,127,tm7073,Knight Rider 2000,1991,G,91,,['US'],,4.5
