Unnamed: 0,id,title,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,,history,sport,war,horror,romance,crime,reality,music,comedy,thriller,european,family,fantasy,western,animation,documentation,scifi,drama,action
77,tm52274,The Little Wars,1982,,108,"['war', 'drama', 'european']","['FR', 'LB']",,6.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
78,tm147829,Unspeakable Acts,1990,,100,['drama'],['US'],,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
79,tm107744,Mission: Impossible,1996,PG-13,110,"['thriller', 'action']",['US'],,7.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
80,tm15897,Se7en,1995,R,127,"['crime', 'thriller', 'drama']",['US'],,8.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
81,tm191013,Boogie Nights,1997,R,156,['drama'],['US'],,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82,tm122434,Forrest Gump,1994,PG-13,142,"['drama', 'romance']",['US'],,8.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83,tm25947,Snatch,2000,R,103,"['crime', 'comedy']","['US', 'GB']",,8.3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84,tm43808,The Talented Mr. Ripley,1999,R,139,"['thriller', 'drama', 'crime']",['US'],,7.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
85,tm191110,Titanic,1997,PG-13,194,"['drama', 'romance']",['US'],,7.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
86,tm192037,Starship Troopers,1997,R,129,"['scifi', 'action', 'thriller']",['US'],,7.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
87,tm27395,Mission: Impossible II,2000,PG-13,123,"['thriller', 'action']",['US'],,6.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88,tm113513,Dumb and Dumber,1994,PG-13,107,['comedy'],['US'],,7.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,tm192405,Gattaca,1997,PG-13,106,"['scifi', 'thriller', 'romance', 'drama']",['US'],,7.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
90,tm116655,Léon: The Professional,1994,R,111,"['crime', 'drama', 'action', 'thriller', 'european']","['US', 'FR']",,8.5,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
91,tm116488,Natural Born Killers,1994,R,118,"['thriller', 'drama', 'crime', 'action']",['US'],,7.3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
92,tm11556,The Quick and the Dead,1995,R,107,"['action', 'thriller', 'western', 'romance']","['JP', 'US']",,6.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
93,tm56574,You've Got Mail,1998,PG,119,"['comedy', 'romance', 'drama']",['US'],,6.7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
94,tm53991,Big Daddy,1999,PG-13,93,"['drama', 'comedy', 'european']",['US'],,6.4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
95,tm49178,Vampires,1998,R,104,"['fantasy', 'action', 'horror', 'thriller']",['US'],,6.1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
96,tm191989,Donnie Brasco,1997,R,127,"['drama', 'thriller', 'crime']",['US'],,7.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
97,tm121879,A River Runs Through It,1992,PG,123,['drama'],['US'],,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
98,tm44402,"Girl, Interrupted",1999,R,127,"['drama', 'european']","['DE', 'US']",,7.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
99,tm187187,Last Action Hero,1993,PG-13,131,"['action', 'fantasy', 'comedy', 'family']",['US'],,6.4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
100,tm6859,My Girl,1991,PG,103,"['drama', 'family', 'romance', 'comedy', 'european']",['US'],,6.9,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
101,tm118238,Wyatt Earp,1994,PG-13,191,"['western', 'crime', 'action', 'drama']",['US'],,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
102,tm111163,Eraser,1996,R,115,"['thriller', 'action', 'drama', 'crime']","['US', 'CA']",,6.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
103,tm190835,Neon Genesis Evangelion: The End of Evangelion,1997,,87,"['action', 'drama', 'animation', 'scifi', 'fantasy']",['JP'],,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
104,tm192769,Vegas Vacation,1997,PG,94,['comedy'],['US'],,5.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
105,tm187791,In the Line of Fire,1993,R,128,"['drama', 'thriller', 'crime', 'action']",['US'],,7.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
106,tm113576,Little Women,1994,PG,115,"['drama', 'romance', 'family']",['US'],,7.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
107,tm65686,U.S. Marshals,1998,PG-13,131,"['thriller', 'crime', 'action']",['US'],,6.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
108,tm191387,Anaconda,1997,PG-13,89,"['horror', 'thriller', 'action']","['PE', 'US', 'BR']",,4.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
109,tm19494,The Replacements,2000,PG-13,118,"['comedy', 'sport']",['US'],,6.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,tm191772,Seven Years in Tibet,1997,PG-13,136,"['action', 'drama', 'history', 'war']",['US'],,7.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
111,tm12499,The Net,1995,PG-13,114,"['thriller', 'action', 'crime', 'drama']",['US'],,5.9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
112,tm186589,Cliffhanger,1993,R,112,"['action', 'thriller', 'comedy', 'animation']","['IT', 'US', 'FR']",,6.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
113,tm189764,Menace II Society,1993,R,97,"['drama', 'crime', 'thriller']",['US'],,7.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
114,tm10739,Johnny Mnemonic,1995,R,97,"['action', 'drama', 'scifi', 'thriller']","['CA', 'US']",,5.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
115,tm1822,3 Ninjas Kick Back,1994,PG,93,"['comedy', 'family', 'action', 'sport']","['JP', 'US']",,4.5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
116,tm55369,Edge of Seventeen,1998,R,104,"['romance', 'drama', 'comedy']",['US'],,6.8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
117,tm192431,The Devil's Own,1997,R,107,"['crime', 'thriller', 'drama', 'action', 'european']",['US'],,6.2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
118,tm192199,Spawn,1997,PG-13,96,"['scifi', 'action', 'drama', 'horror']",['US'],,5.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
119,tm56033,Croupier,1998,R,94,"['drama', 'european', 'crime']","['IE', 'GB', 'DE', 'FR']",,7.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
120,tm117488,The Next Karate Kid,1994,PG,107,"['action', 'drama', 'family', 'sport', 'romance']",['US'],,4.5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
121,tm190811,Geronimo: An American Legend,1993,PG-13,115,"['western', 'history', 'drama']",['US'],,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
122,tm191431,Double Team,1997,R,93,"['action', 'scifi', 'comedy', 'thriller']","['HK', 'US']",,4.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
123,tm10811,Heavy,1995,R,105,"['drama', 'romance']",['US'],,6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
124,tm49839,The Players Club,1998,R,104,"['comedy', 'drama']",['US'],,5.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
125,tm67635,Kuch Kuch Hota Hai,1998,G,185,"['romance', 'comedy', 'drama']",['IN'],,7.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
126,tm320211,Children of God,1994,,63,['documentation'],['GB'],,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
127,tm7073,Knight Rider 2000,1991,G,91,"['action', 'scifi']",['US'],,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
128,tm117873,Hum Aapke Hain Koun..!,1994,,206,"['drama', 'romance', 'comedy']",['IN'],,7.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
129,tm55100,Dil Se..,1998,PG-13,163,"['drama', 'romance']",['IN'],,7.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,1998,G,75,"['comedy', 'documentation']",['US'],,7.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
131,tm188606,Sankofa,1993,,124,"['drama', 'european']","['DE', 'GH', 'GB', 'US', 'BF']",,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
132,tm41525,Herod's Law,1999,R,123,"['comedy', 'crime', 'thriller']",['MX'],,7.8,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
133,tm189171,Wild Tango,1993,R,124,"['drama', 'music', 'romance']","['ES', 'AR']",,6.7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
134,tm63514,The Last Days,1998,PG-13,87,"['drama', 'history', 'war', 'documentation']",['US'],,7.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
135,tm21911,Sam Kinison: Live in Vegas,1991,,72,"['comedy', 'music', 'documentation']",['US'],,6.6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
136,tm188970,Bill Hicks: Revelations,1993,,74,"['comedy', 'documentation']",['GB'],,8.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
137,tm12876,Bombay,1995,,141,"['drama', 'romance']",['IN'],,8.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
138,tm62176,Mann,1999,,174,"['drama', 'romance']",['IN'],,6.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
139,tm52871,Soldier,1998,,156,"['thriller', 'action', 'drama', 'romance']",['IN'],,6.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
140,tm8687,Sam Kinison: Family Entertainment Hour,1991,,49,['comedy'],['US'],,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141,tm104933,Sinbad: Son of a Preacher Man,1996,,56,"['comedy', 'documentation']",['US'],,6.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
142,tm184326,Damini,1993,,175,"['drama', 'crime']",['IN'],,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
143,tm62385,Hum Saath Saath Hain,1999,G,177,"['romance', 'family', 'fantasy', 'drama']",['IN'],,6.2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
144,tm191614,Destiny,1997,,136,"['drama', 'history', 'comedy', 'romance']","['FR', 'EG']",,7.1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
145,tm110766,Chronicle of a Disappearance,1996,,88,['drama'],"['PS', 'US', 'FR', 'DE']",,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
146,tm9898,Muthu,1995,G,165,"['comedy', 'drama', 'action', 'romance']",['IN'],,7.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
147,tm47530,Jeans,1998,,175,"['comedy', 'drama', 'romance']",['IN'],,6.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
148,tm57169,Monty Python: Live at Aspen,1998,,58,"['comedy', 'documentation']","['GB', 'US']",,7.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
149,tm192301,Minsara Kanavu,1997,G,145,"['comedy', 'romance', 'drama']",['IN'],,6.7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
150,tm58893,Duplicate,1998,PG,165,"['comedy', 'action', 'crime', 'thriller']",['IN'],,5.5,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
151,tm110160,Avvai Shanmugi,1996,PG-13,160,"['drama', 'comedy']",['IN'],,7.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
152,tm118438,Anjaam,1994,,137,"['romance', 'crime', 'thriller', 'drama']",['IN'],,6.6,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
153,tm424630,A Triumph of the Heart: The Ricky Bell Story,1991,,100,"['drama', 'sport']",['US'],,7.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
154,tm27601,Phir Bhi Dil Hai Hindustani,2000,PG-13,160,"['comedy', 'romance', 'drama']",['IN'],,6.1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
155,tm203186,Children of Shatila,1999,,50,"['documentation', 'history']",['LB'],,8.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
156,tm128073,Bill Hicks: Relentless,1992,,61,['comedy'],['GB'],,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
157,tm7951,Tim Allen: Rewires America,1991,PG,30,"['comedy', 'documentation']",['US'],,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
158,tm7135,Bill Hicks: One Night Stand,1991,NC-17,30,['comedy'],['US'],,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
159,tm52083,West Beirut,1998,PG-13,105,"['romance', 'drama', 'comedy', 'war', 'european']","['FR', 'NO', 'LB', 'BE']",,7.6,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
160,tm340430,Govindha Govindha,1993,,145,"['drama', 'action', 'crime']",['IN'],,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
161,tm7032,Out of Life,1991,,97,"['drama', 'war', 'crime', 'european']","['BE', 'FR', 'IT', 'LB']",,6.9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
162,tm256669,Gumrah,1993,,149,"['drama', 'action', 'crime', 'thriller']",['IN'],,6.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
163,tm64729,Sinbad: Nothin' but the Funk,1998,,56,"['comedy', 'documentation']",['US'],,6.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
164,tm184224,Sinbad: Afros and Bellbottoms,1993,PG-13,60,"['comedy', 'documentation']",['US'],,7.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
165,tm25389,Fiza,2000,,170,"['romance', 'action', 'crime', 'drama', 'thriller']",['IN'],,6.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
166,tm34391,Before the Flying Circus,2000,,55,"['comedy', 'documentation']",['GB'],,7.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
167,tm44776,The Other,1999,,106,"['romance', 'european', 'drama']","['FR', 'EG']",,5.9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
168,tm334788,Yodha,1991,,142,"['action', 'drama']",['IN'],,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
169,tm117840,The Emigrant,1994,,129,['drama'],"['FR', 'EG']",,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170,tm42397,Hello Brother,1999,,131,"['comedy', 'romance', 'fantasy', 'action']",['IN'],,4.6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
171,tm314602,Dushmani,1995,,156,"['romance', 'action', 'drama']",['IN'],,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
172,tm255589,One Last Shot,1998,,30,[''],[],,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,tm7810,Nightmare in Columbia County,1991,,100,"['drama', 'thriller', 'crime']",['US'],,5.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
174,tm210754,Have You Ever Seen Fireflies? - Theatre Play,1999,,118,['drama'],['TR'],,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
175,tm449775,Shikari,1991,,162,"['drama', 'action']","['IN', 'SU']",,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
176,tm74402,The Mist,2007,R,126,"['horror', 'scifi', 'thriller']",['US'],,7.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
177,tm91952,Mean Girls,2004,PG-13,97,['comedy'],"['CA', 'US']",,7.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
178,tm111828,Catch Me If You Can,2002,PG-13,141,"['drama', 'crime']",['US'],,8.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
179,tm150112,Old School,2003,R,88,"['comedy', 'european']",['US'],,7.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
180,tm80906,Anchorman: The Legend of Ron Burgundy,2004,PG-13,95,['comedy'],['US'],,7.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
181,tm92641,Inception,2010,PG-13,148,"['action', 'scifi', 'music', 'thriller']","['US', 'GB']",,8.8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
182,tm27911,The Departed,2006,R,151,"['drama', 'thriller', 'crime', 'action']",['US'],,8.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
183,tm88465,Insidious,2010,PG-13,103,"['horror', 'thriller']","['CA', 'US']",,6.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
184,tm172683,War of the Worlds,2005,PG-13,117,"['action', 'thriller', 'scifi']",['US'],,6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
185,tm42877,Wanted,2008,R,110,"['action', 'thriller', 'crime', 'fantasy']","['DE', 'US']",,6.7,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
186,tm39030,Casino Royale,2006,,144,"['action', 'thriller', 'european']","['DE', 'GB', 'US', 'BS', 'CZ']",,8.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
187,tm997728,Blade Runner: The Final Cut,2007,R,117,"['action', 'thriller', 'scifi']",['US'],,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
188,tm89677,The Terminal,2004,PG-13,128,"['drama', 'comedy', 'romance']",['US'],,7.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
189,tm78592,Michael Clayton,2007,R,114,"['thriller', 'drama', 'crime']",['US'],,7.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
190,tm105329,Road to Perdition,2002,R,117,"['thriller', 'documentation', 'drama', 'crime']",['US'],,7.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
191,tm139658,Big Fish,2003,PG-13,125,"['action', 'fantasy', 'drama', 'romance']",['US'],,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
192,tm26327,The Hurt Locker,2008,R,131,"['thriller', 'drama', 'war']",['US'],,7.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
193,tm95477,Troy,2004,R,163,"['action', 'history', 'war', 'drama', 'european']","['MT', 'GB', 'US']",,7.3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
194,tm154187,Sherlock Holmes,2009,PG-13,129,"['crime', 'thriller', 'action']","['AU', 'DE', 'GB', 'US']",,7.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
195,tm133767,Love Actually,2003,R,135,"['drama', 'comedy', 'romance']","['GB', 'US']",,7.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
196,tm45454,Get Smart,2008,PG-13,110,"['comedy', 'thriller', 'action']",['US'],,6.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
197,tm26897,Quantum of Solace,2008,PG-13,106,"['thriller', 'action']","['GB', 'US']",,6.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
198,tm133374,The Blind Side,2009,PG-13,129,"['drama', 'sport']",['US'],,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
199,tm195620,Apocalypse Now Redux,2001,R,196,"['drama', 'war', 'horror', 'thriller']",['US'],,,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
200,tm136808,Identity,2003,R,90,['thriller'],['US'],,7.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
201,tm70807,I Am Legend,2007,PG-13,101,"['scifi', 'thriller', 'action', 'drama']",['US'],,7.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
202,tm93055,Grown Ups,2010,PG-13,102,"['comedy', 'drama', 'european']",['US'],,5.9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
203,tm85811,The Girl Next Door,2004,,110,"['comedy', 'romance', 'drama']",['US'],,6.7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
204,tm101914,The Fighter,2010,R,115,['drama'],['US'],,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
205,tm131038,Public Enemies,2009,R,140,"['action', 'crime', 'drama', 'history', 'european']","['US', 'JP']",,7.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
206,tm58382,Not Another Teen Movie,2001,R,89,['comedy'],['US'],,5.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,tm35463,Blow,2001,R,124,"['crime', 'drama']",['US'],,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
208,tm30603,Hancock,2008,PG-13,92,"['fantasy', 'action', 'crime', 'drama']",['US'],,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
209,tm20959,The Pursuit of Happyness,2006,PG-13,117,"['drama', 'european']",['US'],,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
210,tm136308,Monster,2003,R,110,"['crime', 'drama', 'thriller', 'european']",['US'],,7.3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
211,tm29737,Rambo,2008,R,92,"['action', 'thriller', 'war', 'european']","['DE', 'US']",,7.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
212,tm148270,Something's Gotta Give,2003,PG-13,128,"['drama', 'comedy', 'romance']",['US'],,6.7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
213,tm89036,Harold & Kumar Go to White Castle,2004,R,83,['comedy'],['US'],,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
214,tm46436,Thir13en Ghosts,2001,R,91,"['horror', 'thriller', 'fantasy']","['CA', 'US']",,5.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
215,tm150260,Cloudy with a Chance of Meatballs,2009,PG,90,"['animation', 'comedy', 'family', 'fantasy', 'scifi', 'romance', 'drama']",['US'],,6.9,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0
216,tm79895,Halloween,2007,R,109,['horror'],['US'],,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,tm116324,Jackass: The Movie,2002,R,88,"['comedy', 'documentation', 'action']",['US'],,6.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
218,tm39828,Semi-Pro,2008,R,94,"['comedy', 'sport', 'european']",['US'],,5.8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
219,tm23935,The Lake House,2006,PG,99,"['drama', 'thriller', 'fantasy', 'romance', 'documentation']",['US'],,6.8,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
220,tm78067,The Girl Next Door,2007,R,91,"['crime', 'drama', 'horror', 'thriller']",['US'],,6.5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
221,tm95252,The Book of Eli,2010,R,118,"['scifi', 'action', 'thriller', 'drama', 'european']",['US'],,6.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
222,tm32919,Blood Diamond,2006,R,143,"['drama', 'thriller', 'action']","['DE', 'US']",,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
223,tm169949,Just Like Heaven,2005,PG-13,95,"['romance', 'drama', 'comedy', 'fantasy']",['US'],,6.7,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
224,tm30205,Ip Man,2008,R,106,"['drama', 'fantasy', 'comedy', 'history', 'action']",['HK'],,8.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
225,tm40009,21,2008,PG-13,123,"['crime', 'drama', 'history', 'thriller']",['US'],,6.8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
226,tm141390,Friday the 13th,2009,R,97,"['horror', 'thriller']",['US'],,5.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
227,tm94606,Let Me In,2010,R,116,"['drama', 'horror', 'thriller', 'fantasy', 'european']","['GB', 'US']",,7.1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
228,tm102337,A Nightmare on Elm Street,2010,R,95,"['horror', 'thriller', 'crime', 'drama']",['US'],,5.2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
229,tm159901,Miss Congeniality 2: Armed and Fabulous,2005,PG-13,115,"['action', 'comedy', 'crime']",['US'],,5.1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
